partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels,total_pixels,quantized_pixels,quantized_ratio,size_repaired,repair_method,image_sha256,mask_pixels_sha256,group_id
train_val,f_r_1200_,data/suim_processed/images/train_val/f_r_1200_.jpg,data/suim_processed/masks/train_val/f_r_1200_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,23df6da564e5ba51f502d7feb42eb30c624900912c9b820cf4771629ef8849ce,73ca4b672fde78a77643eb66eb7911b5a724383033d492a040845ef584d121be,sha256:23df6da564e5ba51f502d7feb42eb30c624900912c9b820cf4771629ef8849ce
train_val,f_r_1202_,data/suim_processed/images/train_val/f_r_1202_.jpg,data/suim_processed/masks/train_val/f_r_1202_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,a6ed353c9bdf73cad5079a50b279d7eb9e13af7b72ffaa7042af9be657477019,36c8fb681fb130a20f0d0b17da746228da0469aaf5f837ac3caf08575cda7ceb,sha256:a6ed353c9bdf73cad5079a50b279d7eb9e13af7b72ffaa7042af9be657477019
train_val,f_r_1208_,data/suim_processed/images/train_val/f_r_1208_.jpg,data/suim_processed/masks/train_val/f_r_1208_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,87c887759f20be0d7a056dcf9d6b7035933f4945f38bd9ef8a3ce3ebd0d43fb8,4cee90e5a957d1aa070faca7c79a16cd52bb5adfe975c10a5434292965378b2a,sha256:87c887759f20be0d7a056dcf9d6b7035933f4945f38bd9ef8a3ce3ebd0d43fb8
train_val,f_r_1209_,data/suim_processed/images/train_val/f_r_1209_.jpg,data/suim_processed/masks/train_val/f_r_1209_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,7a26b6f2db98ad167afd3e5931e251416ec9662bd99cf1b6f16f706283d46142,6dcf83ca3c38715e151f89ccd94d885af13c9bb7216e092425b53db051badb15,sha256:7a26b6f2db98ad167afd3e5931e251416ec9662bd99cf1b6f16f706283d46142
train_val,f_r_1210_,data/suim_processed/images/train_val/f_r_1210_.jpg,data/suim_processed/masks/train_val/f_r_1210_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,c8eb2fe8a9969c839e94747957d58a5cdd865f958fa8e7032f1ec4cb97e52b52,6e044e36ccbe0a50736b4a0cf1a3b4abc92d01e1fac060d539bde3caff647dcf,sha256:c8eb2fe8a9969c839e94747957d58a5cdd865f958fa8e7032f1ec4cb97e52b52
train_val,f_r_1212_,data/suim_processed/images/train_val/f_r_1212_.jpg,data/suim_processed/masks/train_val/f_r_1212_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,8cf622293e20ea3baaa813a794350455dd40ee4cc661bc48c4b72e94ee485813,3681fe39887cfd24f450f0ea58e714c5eef612ba9e48b89f5f491a534d06edf5,sha256:8cf622293e20ea3baaa813a794350455dd40ee4cc661bc48c4b72e94ee485813
train_val,f_r_1215_,data/suim_processed/images/train_val/f_r_1215_.jpg,data/suim_processed/masks/train_val/f_r_1215_.png,640,480,640,480,0,0|2|5,bit_threshold,0,307200,0,0.0,False,none,6096486398d071576f4cc48fc51cd5985d97b17c57e5012478e31c7df8640114,259fd2f51e6974fe07c0ca0433fadf288e9390c05d6e984e4d11c91d6c09a442,sha256:6096486398d071576f4cc48fc51cd5985d97b17c57e5012478e31c7df8640114
train_val,f_r_1216_,data/suim_processed/images/train_val/f_r_1216_.jpg,data/suim_processed/masks/train_val/f_r_1216_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,24146b999cd28df2b027fd3130ce2426bcbfe1664d762df3f8431e658f8b098b,a90f1e39a2f40ef0cbbfb18dddac3cff5cd43bfdffc2d54b7e1df5d75e7bd638,sha256:24146b999cd28df2b027fd3130ce2426bcbfe1664d762df3f8431e658f8b098b
train_val,f_r_1219_,data/suim_processed/images/train_val/f_r_1219_.jpg,data/suim_processed/masks/train_val/f_r_1219_.png,640,480,640,480,0,5|7,bit_threshold,0,307200,0,0.0,False,none,a8681b5a0258e9c67fa5d53d1b4e104f8c8be22cd20b822944da43867edb430f,f661a9c35cfc753b6220e6c660e84a42e44b22ba7735f1c3d33f520398ae3429,sha256:a8681b5a0258e9c67fa5d53d1b4e104f8c8be22cd20b822944da43867edb430f
train_val,f_r_121_,data/suim_processed/images/train_val/f_r_121_.jpg,data/suim_processed/masks/train_val/f_r_121_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,f93cda6613411f808dd00c0424914c421573776ff5ad9da83c23d8362cb4131a,14806b151bb3ce614b377104c5c407f59d657f29d04af1dd5b4cdfa072ccac0a,sha256:f93cda6613411f808dd00c0424914c421573776ff5ad9da83c23d8362cb4131a
train_val,f_r_1221_,data/suim_processed/images/train_val/f_r_1221_.jpg,data/suim_processed/masks/train_val/f_r_1221_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,0968cf790036d599f4b30f568dda9083a5cd280048533f78c50e39bc1a8f057e,cc6d0c1156ceefea97d2be1dc5258aee7c6477f4bd0d1332fd05a286db55731c,sha256:0968cf790036d599f4b30f568dda9083a5cd280048533f78c50e39bc1a8f057e
train_val,f_r_1224_,data/suim_processed/images/train_val/f_r_1224_.jpg,data/suim_processed/masks/train_val/f_r_1224_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,65d5d3ff05c4f50a18328dcfdee6aa9ae3eb8f8c3f464be52cf120b377daa951,c31e34fee972dafbf42fa68ab3e810899d05f6b619c1a8b0e0a0f70d24c83df0,sha256:65d5d3ff05c4f50a18328dcfdee6aa9ae3eb8f8c3f464be52cf120b377daa951
train_val,f_r_1227_,data/suim_processed/images/train_val/f_r_1227_.jpg,data/suim_processed/masks/train_val/f_r_1227_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,66081b5ff10cc17513979542700c446b9fb4bc5123d3b8ff10d034cf98f3884e,5cbe7cb08562b74e7544b2e7ea235f1fa9229c3edb9d69cd41ca953321ab8dd8,sha256:66081b5ff10cc17513979542700c446b9fb4bc5123d3b8ff10d034cf98f3884e
train_val,f_r_122_,data/suim_processed/images/train_val/f_r_122_.jpg,data/suim_processed/masks/train_val/f_r_122_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,85dc8592877b9a9a3174ae8a608809063cf6e9e9021ae017a32777656117d6e8,d2bb901e715511b3f939b1d8ed3a7650c270961e56e9f640f67399877260c112,sha256:85dc8592877b9a9a3174ae8a608809063cf6e9e9021ae017a32777656117d6e8
train_val,f_r_1230_,data/suim_processed/images/train_val/f_r_1230_.jpg,data/suim_processed/masks/train_val/f_r_1230_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,6755655747817f0ef0bfb682dd6312b43556ce3f116bf0af303455df4351871d,3cf80341552777ae082911b31b768873f46fc375b7f6a108870659e7ecffdbd7,sha256:6755655747817f0ef0bfb682dd6312b43556ce3f116bf0af303455df4351871d
train_val,f_r_1232_,data/suim_processed/images/train_val/f_r_1232_.jpg,data/suim_processed/masks/train_val/f_r_1232_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,580a73fdf5ffa53824cf5b0691c9a31ed3681c57e4c79714c55f3b6d67a840e6,8f43f7b5f2a468ab11536699b2b572f75935e41e2f915eb39a532c41fa494862,sha256:580a73fdf5ffa53824cf5b0691c9a31ed3681c57e4c79714c55f3b6d67a840e6
train_val,f_r_1235_,data/suim_processed/images/train_val/f_r_1235_.jpg,data/suim_processed/masks/train_val/f_r_1235_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,e39f70e0f62a06932385788bc4cb3d62e397f33632bc8388327a8d4ebd7024cf,ac0985fc65c8c0eedd742a137105275a8e3c42ee55f4fbb0fe5106c7d47e6e5a,sha256:e39f70e0f62a06932385788bc4cb3d62e397f33632bc8388327a8d4ebd7024cf
train_val,f_r_1237_,data/suim_processed/images/train_val/f_r_1237_.jpg,data/suim_processed/masks/train_val/f_r_1237_.png,960,540,960,540,0,0|2|5|6,bit_threshold,0,518400,0,0.0,False,none,f288bcba19e90580a5ad3b45a6c01c16948250a2c5c52ffda43875407ee35e35,335360aea33263dca584bf2055ad10784115c823c14580e71aa6673f2cfee5ec,sha256:f288bcba19e90580a5ad3b45a6c01c16948250a2c5c52ffda43875407ee35e35
train_val,f_r_1238_,data/suim_processed/images/train_val/f_r_1238_.jpg,data/suim_processed/masks/train_val/f_r_1238_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,7b789d2b0aa143fab63b66f3083c9dcd99fb50e94a1bb90fc01c17ec5aa19ced,9af40c21d9e2ecc903ee99eafc0c70c2d9c90c48f3fe55978102d12ec897d4d0,sha256:7b789d2b0aa143fab63b66f3083c9dcd99fb50e94a1bb90fc01c17ec5aa19ced
train_val,f_r_1239_,data/suim_processed/images/train_val/f_r_1239_.jpg,data/suim_processed/masks/train_val/f_r_1239_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,ed911b504a65ee907bbf1132dcfd7a717faccfb2f63c194a388f32d6e2d976a1,be76b6575ccc300c2415a5b3bca62ca912a0b830b2f79413c2441fdb6ccca9fb,sha256:ed911b504a65ee907bbf1132dcfd7a717faccfb2f63c194a388f32d6e2d976a1
train_val,f_r_123_,data/suim_processed/images/train_val/f_r_123_.jpg,data/suim_processed/masks/train_val/f_r_123_.png,640,480,640,480,0,2|5|6,bit_threshold,0,307200,0,0.0,False,none,d3d78d10926fff013089302ed65f77894b37bee6792710b1198cd73559d3ad65,58c18029c202598a7283881a699e8a17ec5681110be27a3626d8a378d297aecb,sha256:d3d78d10926fff013089302ed65f77894b37bee6792710b1198cd73559d3ad65
train_val,f_r_1242_,data/suim_processed/images/train_val/f_r_1242_.jpg,data/suim_processed/masks/train_val/f_r_1242_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,9940bdd3283e44821d5cebe1ffe526e8457fe26267985343bf7d2f24ae88f098,2135420dc49d62f44a682abad53ee04f62dc182b4e5d39c2c37f74507244f49e,sha256:9940bdd3283e44821d5cebe1ffe526e8457fe26267985343bf7d2f24ae88f098
train_val,f_r_1243_,data/suim_processed/images/train_val/f_r_1243_.jpg,data/suim_processed/masks/train_val/f_r_1243_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,ef306b7d0b76c3f699def038f069f54787382505a3b908558976e1588d70d6dc,26000ff0d9a5a822cfdedcdb4ec45cb892905eabc18f2ba97a25d56539cd9d50,sha256:ef306b7d0b76c3f699def038f069f54787382505a3b908558976e1588d70d6dc
train_val,f_r_1246_,data/suim_processed/images/train_val/f_r_1246_.jpg,data/suim_processed/masks/train_val/f_r_1246_.png,640,480,640,480,0,0|1|2|3|4|5|6|7,bit_threshold,110095,307200,110095,0.3583821614583333,False,none,11dcff5b2cedba5a550500ba7de370f4240ab0148d578f69ee7729fc7ee23b33,0c6d854bd3dd5894c6b9d6aa1299ae3688aeae871f0a8157d68e3f479276aebf,sha256:11dcff5b2cedba5a550500ba7de370f4240ab0148d578f69ee7729fc7ee23b33
train_val,f_r_1249_,data/suim_processed/images/train_val/f_r_1249_.jpg,data/suim_processed/masks/train_val/f_r_1249_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,f96ef4d19a195f27bddbefb8f857c55ee2e38ad6b39f3ab070f93337d97dba0e,d79119b6cd2fd9ec0edcf24e24b01b86d3240efd0ccbb31e81279b063f95e095,sha256:f96ef4d19a195f27bddbefb8f857c55ee2e38ad6b39f3ab070f93337d97dba0e
train_val,f_r_1252_,data/suim_processed/images/train_val/f_r_1252_.jpg,data/suim_processed/masks/train_val/f_r_1252_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,e1cc4d0c77fcc284eb7fa8e1c890aadafe3dac81ef7986fd456a940acfbf5ccd,6a8fccad772ee1e311a4366697bdb069a4644ff557f7e0d4521209275e7eddd5,sha256:e1cc4d0c77fcc284eb7fa8e1c890aadafe3dac81ef7986fd456a940acfbf5ccd
train_val,f_r_125_,data/suim_processed/images/train_val/f_r_125_.jpg,data/suim_processed/masks/train_val/f_r_125_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,bdd9db5dea339f38e299c0ce74cc84694b4f1145d1a897e067c45737e8b3b002,3e9f2d373d362f27bec68b8193adedc4e7e8bab70b4478e19165d23662453364,sha256:bdd9db5dea339f38e299c0ce74cc84694b4f1145d1a897e067c45737e8b3b002
train_val,f_r_1265_,data/suim_processed/images/train_val/f_r_1265_.jpg,data/suim_processed/masks/train_val/f_r_1265_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,eb14c46acc8fc3d24fbcd424d6c053ebd1da2f6c8b3bde42b84fb5e1ad5233c9,f0a90a28fe5b3f719f2f6bdc819e7b0dd0c8b9aa4cedfc78ad7f7ab8e6dd6017,sha256:eb14c46acc8fc3d24fbcd424d6c053ebd1da2f6c8b3bde42b84fb5e1ad5233c9
train_val,f_r_126_,data/suim_processed/images/train_val/f_r_126_.jpg,data/suim_processed/masks/train_val/f_r_126_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,7d50e1a52707ea0a19cd8b75f1e50377fc621a7fd1a9afa6c8f66d39541c638a,04e0cc8b11df32aa2c9480ffeac2758465f4cb1e0dce465bd846560ba482aaf6,sha256:7d50e1a52707ea0a19cd8b75f1e50377fc621a7fd1a9afa6c8f66d39541c638a
train_val,f_r_1274_,data/suim_processed/images/train_val/f_r_1274_.jpg,data/suim_processed/masks/train_val/f_r_1274_.png,640,480,640,480,0,4|5|6|7,bit_threshold,153701,307200,153701,0.5003287760416667,False,none,7d57325c240defdf8c7865be96fbfd165b9371eef89e5e380ffe8c637e58d542,2bf4b6f37b9f980a5b9cb250467f280c1f3bfa3e9546a1c372c64141d1d5425b,sha256:7d57325c240defdf8c7865be96fbfd165b9371eef89e5e380ffe8c637e58d542
train_val,f_r_1280_,data/suim_processed/images/train_val/f_r_1280_.jpg,data/suim_processed/masks/train_val/f_r_1280_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,24b81f1d2e6a7158ab52687e74200997b3604918cca966a4c8239391217dc23a,a5aabc65fbcc1ca5b642a37918b2a88b32c9b85a61a1fda7a6bfbf6e8364956b,sha256:24b81f1d2e6a7158ab52687e74200997b3604918cca966a4c8239391217dc23a
train_val,f_r_1294_,data/suim_processed/images/train_val/f_r_1294_.jpg,data/suim_processed/masks/train_val/f_r_1294_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,4f0f4909a23cf0fa2779bb1d0e496e7ab99aec4c7d483befeba5360c0575ef72,0853b8cf4c94633c93b381668bf26d701b01b1943fd52171507d0ba79fbe1198,sha256:4f0f4909a23cf0fa2779bb1d0e496e7ab99aec4c7d483befeba5360c0575ef72
train_val,f_r_1295_,data/suim_processed/images/train_val/f_r_1295_.jpg,data/suim_processed/masks/train_val/f_r_1295_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,979c95214ad450603846cf70ba26ec7a8fbace266c6348e267338f9a521ce050,6d838a934b81702f34cd33871613127f083b1461c65f29e2871742e2530128d4,sha256:979c95214ad450603846cf70ba26ec7a8fbace266c6348e267338f9a521ce050
train_val,f_r_1296_,data/suim_processed/images/train_val/f_r_1296_.jpg,data/suim_processed/masks/train_val/f_r_1296_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,8e80b16684254b2ca3c80fa61cc69692fd898802e36b2b2a512ff86251cffa26,a8fccac60313c0d2e7a02f0cec278685d8672ff0efd41f099bdf44819140b0f3,sha256:8e80b16684254b2ca3c80fa61cc69692fd898802e36b2b2a512ff86251cffa26
train_val,f_r_1297_,data/suim_processed/images/train_val/f_r_1297_.jpg,data/suim_processed/masks/train_val/f_r_1297_.png,640,480,640,480,0,0|1|5,bit_threshold,0,307200,0,0.0,False,none,f65e3d00901f5d26cd563c246b77b4f767f29f0afc2665344ba06ea00cdea658,97b5ee20f40168a28e8c19496f4a7e0c67a9e170878b2769cef93b881790142d,sha256:f65e3d00901f5d26cd563c246b77b4f767f29f0afc2665344ba06ea00cdea658
train_val,f_r_1300_,data/suim_processed/images/train_val/f_r_1300_.jpg,data/suim_processed/masks/train_val/f_r_1300_.png,640,480,640,480,0,0|5,bit_threshold,53064,307200,53064,0.172734375,False,none,2b118a8352a017b3793b0052f090ddce6d9a8b8d14131bbfdade90ada258f74a,a18e3d161013b488ee1ec3f8e1a05db1e79ff8415d8e9ae9ff367aa64b3b59c0,sha256:2b118a8352a017b3793b0052f090ddce6d9a8b8d14131bbfdade90ada258f74a
train_val,f_r_1301_,data/suim_processed/images/train_val/f_r_1301_.jpg,data/suim_processed/masks/train_val/f_r_1301_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,1ab490e72faa36aeb7d979925b3f580f8a91843cd10d48af133774acecf8af2e,11b28d730927a1c6a05626f028e91845a412b21c9a67b3b2d7a5cb94a8fe4da1,sha256:1ab490e72faa36aeb7d979925b3f580f8a91843cd10d48af133774acecf8af2e
train_val,f_r_1304_,data/suim_processed/images/train_val/f_r_1304_.jpg,data/suim_processed/masks/train_val/f_r_1304_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,89e423697717b11c1b77623db49044e52afc3144e847187ed9082ed849bd06bc,d2179790c79d9e156561a4c7559fda571c4055150b193486d0f4867ede458419,sha256:89e423697717b11c1b77623db49044e52afc3144e847187ed9082ed849bd06bc
train_val,f_r_1307_,data/suim_processed/images/train_val/f_r_1307_.jpg,data/suim_processed/masks/train_val/f_r_1307_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,9f3120e6499fb364db9e41f87df76b1124feaab6095ec4e38eea242103f156ab,b146c2d2df95304b896d23afb229c8360ebbe3dbaae8aca3ff1504317bb2fde2,sha256:9f3120e6499fb364db9e41f87df76b1124feaab6095ec4e38eea242103f156ab
train_val,f_r_1313_,data/suim_processed/images/train_val/f_r_1313_.jpg,data/suim_processed/masks/train_val/f_r_1313_.png,640,480,640,480,0,5|6|7,bit_threshold,0,307200,0,0.0,False,none,d2d33a3eba0b0bc21b1918e711eb72180848ddfa4e276cb4ed4008bc2c74fd99,2b8c43660dfe17e5244dc4383c028c5f4994e1097fc02311edfce0fa11ed466f,sha256:d2d33a3eba0b0bc21b1918e711eb72180848ddfa4e276cb4ed4008bc2c74fd99
train_val,f_r_1315_,data/suim_processed/images/train_val/f_r_1315_.jpg,data/suim_processed/masks/train_val/f_r_1315_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,3329053b90c942aef8596bf943283a8bb0653e52b090a8b474e880d8e413858b,baff0d5269197a80d93c406f68b9196a8699c7684adb92371ef4c80b30206891,sha256:3329053b90c942aef8596bf943283a8bb0653e52b090a8b474e880d8e413858b
train_val,f_r_1316_,data/suim_processed/images/train_val/f_r_1316_.jpg,data/suim_processed/masks/train_val/f_r_1316_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,ec9598070b91768bcc7639e20948e02ee2d97ce8e73960f78e425287d3b14f2e,ae10fdf0da8e6e18358e62544779cbc4cb2107e6076966c7a4c0aae497cf6d45,sha256:ec9598070b91768bcc7639e20948e02ee2d97ce8e73960f78e425287d3b14f2e
train_val,f_r_1317_,data/suim_processed/images/train_val/f_r_1317_.jpg,data/suim_processed/masks/train_val/f_r_1317_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,31f7ad9e081a1aea9e5fdaddb955a9c3522fe2deed7fb7aedb3bf563e1870a98,691910b845e8b0b11b0c4515a969c7944179b7348704ca3fb9dd16565b84112d,sha256:31f7ad9e081a1aea9e5fdaddb955a9c3522fe2deed7fb7aedb3bf563e1870a98
train_val,f_r_1320_,data/suim_processed/images/train_val/f_r_1320_.jpg,data/suim_processed/masks/train_val/f_r_1320_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,7fcafa883547f9d22b8b520b456631fa65f53611951cb4c0193bf575971085c7,abf3765b8aa68142989653e64df3fdc82818ab89111ea5b93c68648d5d5785a8,sha256:7fcafa883547f9d22b8b520b456631fa65f53611951cb4c0193bf575971085c7
train_val,f_r_1321_,data/suim_processed/images/train_val/f_r_1321_.jpg,data/suim_processed/masks/train_val/f_r_1321_.png,640,480,640,480,0,0|6|7,bit_threshold,0,307200,0,0.0,False,none,56ef6d2f7edc2adca3de5ec9247cb4723a499a872c86ae9f475b9251b1206744,23ece21f481ff2860678fe7b088cb43e3b71e486a427a71a884c8ccf438e982a,sha256:56ef6d2f7edc2adca3de5ec9247cb4723a499a872c86ae9f475b9251b1206744
train_val,f_r_1324_,data/suim_processed/images/train_val/f_r_1324_.jpg,data/suim_processed/masks/train_val/f_r_1324_.png,640,480,640,480,0,4|5|6|7,bit_threshold,238663,307200,238663,0.7768977864583333,False,none,5b9a0921e19b4d83cca8087883965e356fdf370fb533278aed3cf68e419cccd6,3b4de2f2e8a29fba26d87f4c534a44edd8ac912ca66e2b4c6cfe2b18604cb4eb,sha256:5b9a0921e19b4d83cca8087883965e356fdf370fb533278aed3cf68e419cccd6
train_val,f_r_1327_,data/suim_processed/images/train_val/f_r_1327_.jpg,data/suim_processed/masks/train_val/f_r_1327_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,d1533565f77af038aa2e3fa6b9774e43bfd9d9ecbc2537acea0508c3a4437ef4,1db4094ef3142a80fa528dac0e2da6aa411b22d046fa0aecf2fc6bafa3cd61c3,sha256:d1533565f77af038aa2e3fa6b9774e43bfd9d9ecbc2537acea0508c3a4437ef4
train_val,f_r_132_,data/suim_processed/images/train_val/f_r_132_.jpg,data/suim_processed/masks/train_val/f_r_132_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,e938ce42b8de1ff2d3a101e656e013e37427b30535e4b1921e25bce4bfc199a0,b183926dd8ec61875ca2d9bdb5c164f9063638c5d103b7446b1f53f2b7e7cff4,sha256:e938ce42b8de1ff2d3a101e656e013e37427b30535e4b1921e25bce4bfc199a0
train_val,f_r_1332_,data/suim_processed/images/train_val/f_r_1332_.jpg,data/suim_processed/masks/train_val/f_r_1332_.png,640,480,640,480,0,0|4|5|6|7,bit_threshold,116989,307200,116989,0.3808235677083333,False,none,5c40a538f64c2469ab9e53cb585f6527b72438a03c9ffd381b6f7d8452bcdeeb,12f9cf4ec2082ee41268f40ccc1ae7880fe0039b59064749bda514b1727bfe64,sha256:5c40a538f64c2469ab9e53cb585f6527b72438a03c9ffd381b6f7d8452bcdeeb
train_val,f_r_1339_,data/suim_processed/images/train_val/f_r_1339_.jpg,data/suim_processed/masks/train_val/f_r_1339_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,dc6063bfe42e5711b173b91df346d2dcb292e9175a927237f1cee369d2cc6a99,be1741e50e43fceddcac0c84ce9b5151dcc917beb40112b857d0940cd3acb3a5,sha256:dc6063bfe42e5711b173b91df346d2dcb292e9175a927237f1cee369d2cc6a99
train_val,f_r_1346_,data/suim_processed/images/train_val/f_r_1346_.jpg,data/suim_processed/masks/train_val/f_r_1346_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,d3db53ac10ce72f8fe06397f1250b64e9d85d6852bea6954a571c182a463f7be,3dae2a918adc2ed40bc28350d05a3153def0ecb0281add0211587b81df17a4f9,sha256:d3db53ac10ce72f8fe06397f1250b64e9d85d6852bea6954a571c182a463f7be
train_val,f_r_1348_,data/suim_processed/images/train_val/f_r_1348_.jpg,data/suim_processed/masks/train_val/f_r_1348_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,d7eac676d34adfdad5b2330635d500ebef63237f06d5b86dac8cb00fee62f021,3a51158ea82bed13503bfdd1e285a87a5de6f5c4b9d067c53c388597078db018,sha256:d7eac676d34adfdad5b2330635d500ebef63237f06d5b86dac8cb00fee62f021
train_val,f_r_1356_,data/suim_processed/images/train_val/f_r_1356_.jpg,data/suim_processed/masks/train_val/f_r_1356_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,6a09964cccb5175b32f7e22a1e162665b73c09044380219bfcdb5a6aca095bd3,3ca5042ae91de2968b2d24308486ead1f3a821c7396833ebbd7c22275cad43a6,sha256:6a09964cccb5175b32f7e22a1e162665b73c09044380219bfcdb5a6aca095bd3
train_val,f_r_1360_,data/suim_processed/images/train_val/f_r_1360_.jpg,data/suim_processed/masks/train_val/f_r_1360_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,0d7a045fa654d0dceea01dfcbbee3e471b4a96fbc503492abf86eb294c85ba3c,14f7f848d3abc788ca79bdd96d236dc43581fb8a21023ae143b10a623b015498,sha256:0d7a045fa654d0dceea01dfcbbee3e471b4a96fbc503492abf86eb294c85ba3c
train_val,f_r_1362_,data/suim_processed/images/train_val/f_r_1362_.jpg,data/suim_processed/masks/train_val/f_r_1362_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,ced6c8219354bd3b293686f0f05cf2e20b26c5462673ace16207c2e5fa41d138,ce9360f0dce526c89d2a3b5b9d0a35ed3b6f528bac295f1db641e3f9a0f5ec2e,sha256:ced6c8219354bd3b293686f0f05cf2e20b26c5462673ace16207c2e5fa41d138
train_val,f_r_1364_,data/suim_processed/images/train_val/f_r_1364_.jpg,data/suim_processed/masks/train_val/f_r_1364_.png,640,480,640,480,0,0|3|5,bit_threshold,0,307200,0,0.0,False,none,ab6857cf30986e5d482b1e334d7e7bdcbf5fd457a5f29bfeb5ac7bff982b1fa9,21b7432695dc0d90743c37f112049a4ffc59912e277907485ce11c391ee36cf6,sha256:ab6857cf30986e5d482b1e334d7e7bdcbf5fd457a5f29bfeb5ac7bff982b1fa9
train_val,f_r_1365_,data/suim_processed/images/train_val/f_r_1365_.jpg,data/suim_processed/masks/train_val/f_r_1365_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,5ad73366a7620a5c79c4df812586312064bbb40bf43606b41439193831813ac8,82f5579dec12f20cc2b1909308cb3f26b484152b8d9d2c29b05d90741d252b6a,sha256:5ad73366a7620a5c79c4df812586312064bbb40bf43606b41439193831813ac8
train_val,f_r_136_,data/suim_processed/images/train_val/f_r_136_.jpg,data/suim_processed/masks/train_val/f_r_136_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,4dd3cfe20d9e41f77d0bd682130d106e6a0a7e3bb97df7614812ce5d20ddf20a,80feb44d50082e7f0cdc11bee2df908611ed56b488e9a9606140f346fa1128d4,sha256:4dd3cfe20d9e41f77d0bd682130d106e6a0a7e3bb97df7614812ce5d20ddf20a
train_val,f_r_1371_,data/suim_processed/images/train_val/f_r_1371_.jpg,data/suim_processed/masks/train_val/f_r_1371_.png,640,480,640,480,0,0|1|5|6|7,bit_threshold,0,307200,0,0.0,False,none,ba0c9db3fbd66fccb67b2b8c61b83fc216892b4064c03c1593432a0d7749213d,8f0046dc31ea87fac5fd75621613c55b53a1ce36c6567499ae8ec7c2a5102286,sha256:ba0c9db3fbd66fccb67b2b8c61b83fc216892b4064c03c1593432a0d7749213d
