partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels,total_pixels,quantized_pixels,quantized_ratio,size_repaired,repair_method,scene_group_id
train_val,f_r_1957_,data/suim_processed/images/train_val/f_r_1957_.jpg,data/suim_processed/masks/train_val/f_r_1957_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1957_
train_val,f_r_1968_,data/suim_processed/images/train_val/f_r_1968_.jpg,data/suim_processed/masks/train_val/f_r_1968_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1968_
train_val,f_r_1971_,data/suim_processed/images/train_val/f_r_1971_.jpg,data/suim_processed/masks/train_val/f_r_1971_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1971_
train_val,f_r_1985_,data/suim_processed/images/train_val/f_r_1985_.jpg,data/suim_processed/masks/train_val/f_r_1985_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1985_
train_val,f_r_1999_,data/suim_processed/images/train_val/f_r_1999_.jpg,data/suim_processed/masks/train_val/f_r_1999_.png,640,480,640,480,0,0|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1999_
train_val,f_r_2041_,data/suim_processed/images/train_val/f_r_2041_.jpg,data/suim_processed/masks/train_val/f_r_2041_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_2041_
train_val,f_r_2048_,data/suim_processed/images/train_val/f_r_2048_.jpg,data/suim_processed/masks/train_val/f_r_2048_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_2048_
train_val,f_r_204_,data/suim_processed/images/train_val/f_r_204_.jpg,data/suim_processed/masks/train_val/f_r_204_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_204_
train_val,f_r_2079_,data/suim_processed/images/train_val/f_r_2079_.jpg,data/suim_processed/masks/train_val/f_r_2079_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_2079_
train_val,f_r_2084_,data/suim_processed/images/train_val/f_r_2084_.jpg,data/suim_processed/masks/train_val/f_r_2084_.png,640,480,640,480,0,0|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_2084_
train_val,f_r_222_,data/suim_processed/images/train_val/f_r_222_.jpg,data/suim_processed/masks/train_val/f_r_222_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_222_
train_val,f_r_295_,data/suim_processed/images/train_val/f_r_295_.jpg,data/suim_processed/masks/train_val/f_r_295_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_295_
train_val,f_r_312_,data/suim_processed/images/train_val/f_r_312_.jpg,data/suim_processed/masks/train_val/f_r_312_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_312_
train_val,f_r_328_,data/suim_processed/images/train_val/f_r_328_.jpg,data/suim_processed/masks/train_val/f_r_328_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_328_
train_val,f_r_358_,data/suim_processed/images/train_val/f_r_358_.jpg,data/suim_processed/masks/train_val/f_r_358_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_358_
train_val,f_r_370_,data/suim_processed/images/train_val/f_r_370_.jpg,data/suim_processed/masks/train_val/f_r_370_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_370_
train_val,f_r_371_,data/suim_processed/images/train_val/f_r_371_.jpg,data/suim_processed/masks/train_val/f_r_371_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_371_
train_val,f_r_372_,data/suim_processed/images/train_val/f_r_372_.jpg,data/suim_processed/masks/train_val/f_r_372_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_372_
train_val,f_r_375_,data/suim_processed/images/train_val/f_r_375_.jpg,data/suim_processed/masks/train_val/f_r_375_.png,640,480,640,480,0,6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_375_
train_val,f_r_376_,data/suim_processed/images/train_val/f_r_376_.jpg,data/suim_processed/masks/train_val/f_r_376_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_376_
train_val,f_r_454_,data/suim_processed/images/train_val/f_r_454_.jpg,data/suim_processed/masks/train_val/f_r_454_.png,960,540,960,540,0,0|2|5|6|7,bit_threshold,0,518400,0,0.0,False,none,scene:f_r_454_
train_val,f_r_470_,data/suim_processed/images/train_val/f_r_470_.jpg,data/suim_processed/masks/train_val/f_r_470_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_470_
train_val,f_r_495_,data/suim_processed/images/train_val/f_r_495_.jpg,data/suim_processed/masks/train_val/f_r_495_.png,640,480,640,480,0,0|1|2|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_495_
train_val,f_r_505_,data/suim_processed/images/train_val/f_r_505_.jpg,data/suim_processed/masks/train_val/f_r_505_.png,960,540,960,540,0,0|5|6|7,bit_threshold,0,518400,0,0.0,False,none,scene:f_r_505_
train_val,f_r_525_,data/suim_processed/images/train_val/f_r_525_.jpg,data/suim_processed/masks/train_val/f_r_525_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_525_
train_val,f_r_564_,data/suim_processed/images/train_val/f_r_564_.jpg,data/suim_processed/masks/train_val/f_r_564_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_1971_
train_val,f_r_597_,data/suim_processed/images/train_val/f_r_597_.jpg,data/suim_processed/masks/train_val/f_r_597_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_597_
train_val,f_r_621_,data/suim_processed/images/train_val/f_r_621_.jpg,data/suim_processed/masks/train_val/f_r_621_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_621_
train_val,f_r_622_,data/suim_processed/images/train_val/f_r_622_.jpg,data/suim_processed/masks/train_val/f_r_622_.png,640,480,640,480,0,0|2|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_622_
train_val,f_r_627_,data/suim_processed/images/train_val/f_r_627_.jpg,data/suim_processed/masks/train_val/f_r_627_.png,640,480,640,480,0,0|2|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_627_
train_val,f_r_648_,data/suim_processed/images/train_val/f_r_648_.jpg,data/suim_processed/masks/train_val/f_r_648_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_648_
train_val,f_r_650_,data/suim_processed/images/train_val/f_r_650_.jpg,data/suim_processed/masks/train_val/f_r_650_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_650_
train_val,f_r_655_,data/suim_processed/images/train_val/f_r_655_.jpg,data/suim_processed/masks/train_val/f_r_655_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_655_
train_val,f_r_658_,data/suim_processed/images/train_val/f_r_658_.jpg,data/suim_processed/masks/train_val/f_r_658_.png,640,480,640,480,0,0|5,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_658_
train_val,f_r_70_,data/suim_processed/images/train_val/f_r_70_.jpg,data/suim_processed/masks/train_val/f_r_70_.png,640,480,640,480,0,0|1|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_70_
train_val,f_r_725_,data/suim_processed/images/train_val/f_r_725_.jpg,data/suim_processed/masks/train_val/f_r_725_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_725_
train_val,f_r_773_,data/suim_processed/images/train_val/f_r_773_.jpg,data/suim_processed/masks/train_val/f_r_773_.png,640,480,640,480,0,5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_773_
train_val,f_r_795_,data/suim_processed/images/train_val/f_r_795_.jpg,data/suim_processed/masks/train_val/f_r_795_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_795_
train_val,f_r_797_,data/suim_processed/images/train_val/f_r_797_.jpg,data/suim_processed/masks/train_val/f_r_797_.png,640,480,640,480,0,0|3,bit_threshold,68853,307200,68853,0.224130859375,False,none,scene:f_r_797_
train_val,f_r_826_,data/suim_processed/images/train_val/f_r_826_.jpg,data/suim_processed/masks/train_val/f_r_826_.png,640,480,640,480,0,0|2,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_826_
train_val,f_r_870_,data/suim_processed/images/train_val/f_r_870_.jpg,data/suim_processed/masks/train_val/f_r_870_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_870_
train_val,f_r_886_,data/suim_processed/images/train_val/f_r_886_.jpg,data/suim_processed/masks/train_val/f_r_886_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_886_
train_val,f_r_909_,data/suim_processed/images/train_val/f_r_909_.jpg,data/suim_processed/masks/train_val/f_r_909_.png,640,480,640,480,0,2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_909_
train_val,f_r_915_,data/suim_processed/images/train_val/f_r_915_.jpg,data/suim_processed/masks/train_val/f_r_915_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_915_
train_val,f_r_931_,data/suim_processed/images/train_val/f_r_931_.jpg,data/suim_processed/masks/train_val/f_r_931_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_931_
train_val,f_r_949_,data/suim_processed/images/train_val/f_r_949_.jpg,data/suim_processed/masks/train_val/f_r_949_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_949_
train_val,f_r_974_,data/suim_processed/images/train_val/f_r_974_.jpg,data/suim_processed/masks/train_val/f_r_974_.png,640,480,640,480,0,0|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_974_
train_val,f_r_97_,data/suim_processed/images/train_val/f_r_97_.jpg,data/suim_processed/masks/train_val/f_r_97_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_97_
train_val,f_r_980_,data/suim_processed/images/train_val/f_r_980_.jpg,data/suim_processed/masks/train_val/f_r_980_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_980_
train_val,f_r_989_,data/suim_processed/images/train_val/f_r_989_.jpg,data/suim_processed/masks/train_val/f_r_989_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_989_
train_val,n_l_101_,data/suim_processed/images/train_val/n_l_101_.jpg,data/suim_processed/masks/train_val/n_l_101_.png,640,480,640,480,0,5|7,bit_threshold,0,307200,0,0.0,False,none,scene:n_l_101_
train_val,n_l_16_,data/suim_processed/images/train_val/n_l_16_.jpg,data/suim_processed/masks/train_val/n_l_16_.png,960,540,960,540,0,0|1|4|7,bit_threshold,0,518400,0,0.0,False,none,scene:n_l_16_
train_val,n_l_39_,data/suim_processed/images/train_val/n_l_39_.jpg,data/suim_processed/masks/train_val/n_l_39_.png,960,540,960,540,0,0|2|5|6|7,bit_threshold,0,518400,0,0.0,False,none,scene:n_l_39_
train_val,n_l_40_,data/suim_processed/images/train_val/n_l_40_.jpg,data/suim_processed/masks/train_val/n_l_40_.png,640,480,640,480,0,2|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:n_l_40_
train_val,n_l_42_,data/suim_processed/images/train_val/n_l_42_.jpg,data/suim_processed/masks/train_val/n_l_42_.png,640,480,640,480,0,0|1|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:d_r_87_
train_val,n_l_64_,data/suim_processed/images/train_val/n_l_64_.jpg,data/suim_processed/masks/train_val/n_l_64_.png,960,540,960,540,0,0|1,bit_threshold,0,518400,0,0.0,False,none,scene:n_l_64_
train_val,n_l_6_,data/suim_processed/images/train_val/n_l_6_.jpg,data/suim_processed/masks/train_val/n_l_6_.png,640,480,640,480,0,0|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_870_
train_val,n_l_75_,data/suim_processed/images/train_val/n_l_75_.jpg,data/suim_processed/masks/train_val/n_l_75_.png,640,480,640,480,0,0|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_725_
train_val,n_l_81_,data/suim_processed/images/train_val/n_l_81_.jpg,data/suim_processed/masks/train_val/n_l_81_.png,960,540,960,540,0,0|1,bit_threshold,0,518400,0,0.0,False,none,scene:n_l_81_
train_val,n_l_90_,data/suim_processed/images/train_val/n_l_90_.jpg,data/suim_processed/masks/train_val/n_l_90_.png,640,480,640,480,0,0|1|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:f_r_495_
train_val,w_r_120_,data/suim_processed/images/train_val/w_r_120_.jpg,data/suim_processed/masks/train_val/w_r_120_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_120_
train_val,w_r_129_,data/suim_processed/images/train_val/w_r_129_.jpg,data/suim_processed/masks/train_val/w_r_129_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_129_
train_val,w_r_135_,data/suim_processed/images/train_val/w_r_135_.jpg,data/suim_processed/masks/train_val/w_r_135_.png,640,480,640,480,0,0|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_135_
train_val,w_r_136_,data/suim_processed/images/train_val/w_r_136_.jpg,data/suim_processed/masks/train_val/w_r_136_.png,640,480,640,480,0,0|1|3,bit_threshold,96746,307200,96746,0.3149283854166667,False,none,scene:w_r_136_
train_val,w_r_148_,data/suim_processed/images/train_val/w_r_148_.jpg,data/suim_processed/masks/train_val/w_r_148_.png,640,480,640,480,0,0|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_148_
train_val,w_r_151_,data/suim_processed/images/train_val/w_r_151_.jpg,data/suim_processed/masks/train_val/w_r_151_.png,640,480,640,480,0,0|1|3|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_151_
train_val,w_r_153_,data/suim_processed/images/train_val/w_r_153_.jpg,data/suim_processed/masks/train_val/w_r_153_.png,640,480,640,480,0,1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_153_
train_val,w_r_160_,data/suim_processed/images/train_val/w_r_160_.jpg,data/suim_processed/masks/train_val/w_r_160_.png,640,480,640,480,0,0|1|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_160_
train_val,w_r_165_,data/suim_processed/images/train_val/w_r_165_.jpg,data/suim_processed/masks/train_val/w_r_165_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_165_
train_val,w_r_167_,data/suim_processed/images/train_val/w_r_167_.jpg,data/suim_processed/masks/train_val/w_r_167_.png,640,480,640,480,0,0|1|3|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_167_
train_val,w_r_168_,data/suim_processed/images/train_val/w_r_168_.jpg,data/suim_processed/masks/train_val/w_r_168_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_168_
train_val,w_r_170_,data/suim_processed/images/train_val/w_r_170_.jpg,data/suim_processed/masks/train_val/w_r_170_.png,640,480,640,480,0,0|3|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_170_
train_val,w_r_173_,data/suim_processed/images/train_val/w_r_173_.jpg,data/suim_processed/masks/train_val/w_r_173_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_173_
train_val,w_r_180_,data/suim_processed/images/train_val/w_r_180_.jpg,data/suim_processed/masks/train_val/w_r_180_.png,640,480,640,480,0,0|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_180_
train_val,w_r_185_,data/suim_processed/images/train_val/w_r_185_.jpg,data/suim_processed/masks/train_val/w_r_185_.png,640,480,640,480,0,0|1|3|6,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_185_
train_val,w_r_186_,data/suim_processed/images/train_val/w_r_186_.jpg,data/suim_processed/masks/train_val/w_r_186_.png,640,480,640,480,0,0|1|3|5,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_186_
train_val,w_r_187_,data/suim_processed/images/train_val/w_r_187_.jpg,data/suim_processed/masks/train_val/w_r_187_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_187_
train_val,w_r_188_,data/suim_processed/images/train_val/w_r_188_.jpg,data/suim_processed/masks/train_val/w_r_188_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_188_
train_val,w_r_190_,data/suim_processed/images/train_val/w_r_190_.jpg,data/suim_processed/masks/train_val/w_r_190_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_190_
train_val,w_r_195_,data/suim_processed/images/train_val/w_r_195_.jpg,data/suim_processed/masks/train_val/w_r_195_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_195_
train_val,w_r_209_,data/suim_processed/images/train_val/w_r_209_.jpg,data/suim_processed/masks/train_val/w_r_209_.png,640,480,640,480,0,0|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_209_
train_val,w_r_213_,data/suim_processed/images/train_val/w_r_213_.jpg,data/suim_processed/masks/train_val/w_r_213_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_213_
train_val,w_r_223_,data/suim_processed/images/train_val/w_r_223_.jpg,data/suim_processed/masks/train_val/w_r_223_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_223_
train_val,w_r_234_,data/suim_processed/images/train_val/w_r_234_.jpg,data/suim_processed/masks/train_val/w_r_234_.png,640,480,640,480,0,3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_234_
train_val,w_r_23_,data/suim_processed/images/train_val/w_r_23_.jpg,data/suim_processed/masks/train_val/w_r_23_.png,640,480,640,480,0,0|3|5,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_23_
train_val,w_r_243_,data/suim_processed/images/train_val/w_r_243_.jpg,data/suim_processed/masks/train_val/w_r_243_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_243_
train_val,w_r_254_,data/suim_processed/images/train_val/w_r_254_.jpg,data/suim_processed/masks/train_val/w_r_254_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_254_
train_val,w_r_257_,data/suim_processed/images/train_val/w_r_257_.jpg,data/suim_processed/masks/train_val/w_r_257_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_257_
train_val,w_r_265_,data/suim_processed/images/train_val/w_r_265_.jpg,data/suim_processed/masks/train_val/w_r_265_.png,640,480,640,480,0,0|1|2|3|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_265_
train_val,w_r_266_,data/suim_processed/images/train_val/w_r_266_.jpg,data/suim_processed/masks/train_val/w_r_266_.png,640,480,640,480,0,0|1|3|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_266_
train_val,w_r_276_,data/suim_processed/images/train_val/w_r_276_.jpg,data/suim_processed/masks/train_val/w_r_276_.png,640,480,640,480,0,0|2|3|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_276_
train_val,w_r_281_,data/suim_processed/images/train_val/w_r_281_.jpg,data/suim_processed/masks/train_val/w_r_281_.png,640,480,640,480,0,0|1|3|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_281_
train_val,w_r_289_,data/suim_processed/images/train_val/w_r_289_.jpg,data/suim_processed/masks/train_val/w_r_289_.png,640,480,640,480,0,0|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_289_
train_val,w_r_291_,data/suim_processed/images/train_val/w_r_291_.jpg,data/suim_processed/masks/train_val/w_r_291_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_291_
train_val,w_r_295_,data/suim_processed/images/train_val/w_r_295_.jpg,data/suim_processed/masks/train_val/w_r_295_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_295_
train_val,w_r_299_,data/suim_processed/images/train_val/w_r_299_.jpg,data/suim_processed/masks/train_val/w_r_299_.png,640,480,640,480,0,0|3|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_299_
train_val,w_r_36_,data/suim_processed/images/train_val/w_r_36_.jpg,data/suim_processed/masks/train_val/w_r_36_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_36_
train_val,w_r_48_,data/suim_processed/images/train_val/w_r_48_.jpg,data/suim_processed/masks/train_val/w_r_48_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_48_
train_val,w_r_60_,data/suim_processed/images/train_val/w_r_60_.jpg,data/suim_processed/masks/train_val/w_r_60_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_60_
train_val,w_r_64_,data/suim_processed/images/train_val/w_r_64_.jpg,data/suim_processed/masks/train_val/w_r_64_.png,640,480,640,480,0,0|1|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_64_
train_val,w_r_71_,data/suim_processed/images/train_val/w_r_71_.jpg,data/suim_processed/masks/train_val/w_r_71_.png,640,480,640,480,0,0|3|5|6,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_71_
train_val,w_r_75_,data/suim_processed/images/train_val/w_r_75_.jpg,data/suim_processed/masks/train_val/w_r_75_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_75_
train_val,w_r_76_,data/suim_processed/images/train_val/w_r_76_.jpg,data/suim_processed/masks/train_val/w_r_76_.png,640,480,640,480,0,0|1|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_76_
train_val,w_r_83_,data/suim_processed/images/train_val/w_r_83_.jpg,data/suim_processed/masks/train_val/w_r_83_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_83_
train_val,w_r_87_,data/suim_processed/images/train_val/w_r_87_.jpg,data/suim_processed/masks/train_val/w_r_87_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_87_
train_val,w_r_95_,data/suim_processed/images/train_val/w_r_95_.jpg,data/suim_processed/masks/train_val/w_r_95_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_95_
train_val,w_r_96_,data/suim_processed/images/train_val/w_r_96_.jpg,data/suim_processed/masks/train_val/w_r_96_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_96_
train_val,w_r_98_,data/suim_processed/images/train_val/w_r_98_.jpg,data/suim_processed/masks/train_val/w_r_98_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_98_
