sample_id_a,sample_id_b,distance,evidence
uiis_train_001534,uiis_val_000102,0,phash_le_2
uiis_train_001535,uiis_train_001646,0,phash_le_2
uiis_train_001537,uiis_train_002929,0,phash_le_2
uiis_train_001538,uiis_train_002901,2,phash_le_2
uiis_train_001539,uiis_train_001542,0,phash_le_2
uiis_train_001539,uiis_train_002924,0,phash_le_2
uiis_train_001539,uiis_train_003328,0,phash_le_2
uiis_train_001541,uiis_val_000515,0,phash_le_2
uiis_train_001542,uiis_train_002924,0,phash_le_2
uiis_train_001542,uiis_train_003328,0,phash_le_2
uiis_train_001543,uiis_val_000312,0,phash_le_2
uiis_train_001545,uiis_train_002093,0,phash_le_2
uiis_train_001546,uiis_val_000543,0,phash_le_2
uiis_train_001548,uiis_train_001680,0,phash_le_2
uiis_train_001549,uiis_val_000373,0,phash_le_2
uiis_train_001554,uiis_train_003089,0,phash_le_2
uiis_train_001555,uiis_train_003367,0,phash_le_2
uiis_train_001555,uiis_val_000120,2,phash_le_2
uiis_train_001556,uiis_train_002460,0,phash_le_2
uiis_train_001559,uiis_train_002967,0,phash_le_2
uiis_train_001564,uiis_train_003109,0,phash_le_2
uiis_train_001565,uiis_val_000554,0,phash_le_2
uiis_train_001568,uiis_train_002928,0,phash_le_2
uiis_train_001568,uiis_val_000267,0,phash_le_2
uiis_train_001569,uiis_train_002148,0,phash_le_2
uiis_train_001570,uiis_train_002919,0,phash_le_2
uiis_train_001570,uiis_val_000030,2,phash_le_2
uiis_train_001575,uiis_train_003113,0,phash_le_2
uiis_train_001575,uiis_val_000129,0,phash_le_2
uiis_train_001577,uiis_train_002927,0,phash_le_2
uiis_train_001578,uiis_val_000522,0,phash_le_2
uiis_train_001583,uiis_train_003202,0,phash_le_2
uiis_train_001583,uiis_val_000563,0,phash_le_2
uiis_train_001584,uiis_train_002818,2,phash_le_2
uiis_train_001585,uiis_val_000379,0,phash_le_2
uiis_train_001589,uiis_train_003057,0,phash_le_2
uiis_train_001590,uiis_train_001668,0,phash_le_2
uiis_train_001591,uiis_train_003074,0,phash_le_2
uiis_train_001598,uiis_train_002603,0,phash_le_2
uiis_train_001599,uiis_train_002758,0,phash_le_2
uiis_train_001600,uiis_val_000450,0,phash_le_2
uiis_train_001601,uiis_train_002937,0,phash_le_2
uiis_train_001602,uiis_train_003221,0,phash_le_2
uiis_train_001603,uiis_train_003069,0,phash_le_2
uiis_train_001604,uiis_train_002728,0,phash_le_2
uiis_train_001608,uiis_train_002281,0,phash_le_2
uiis_train_001610,uiis_train_002908,0,phash_le_2
uiis_train_001611,uiis_train_002952,0,phash_le_2
uiis_train_001614,uiis_train_001741,0,phash_le_2
uiis_train_001614,uiis_train_003286,0,phash_le_2
uiis_train_001615,uiis_train_003105,0,phash_le_2
uiis_train_001617,uiis_train_002011,0,phash_le_2
uiis_train_001618,uiis_val_000521,0,phash_le_2
uiis_train_001619,uiis_train_002897,0,phash_le_2
uiis_train_001619,uiis_val_000016,0,phash_le_2
uiis_train_001620,uiis_train_003064,0,phash_le_2
uiis_train_001621,uiis_train_003130,0,phash_le_2
uiis_train_001622,uiis_train_003078,0,phash_le_2
uiis_train_001623,uiis_train_003218,0,phash_le_2
uiis_train_001624,uiis_train_002955,0,phash_le_2
uiis_train_001628,uiis_train_003112,0,phash_le_2
uiis_train_001628,uiis_val_000575,0,phash_le_2
uiis_train_001629,uiis_val_000313,0,phash_le_2
uiis_train_001630,uiis_train_002892,0,phash_le_2
uiis_train_001631,uiis_train_001914,0,phash_le_2
uiis_train_001632,uiis_train_002085,0,phash_le_2
uiis_train_001634,uiis_train_003374,0,phash_le_2
uiis_train_001635,uiis_train_003015,0,phash_le_2
uiis_train_001636,uiis_train_003273,0,phash_le_2
uiis_train_001637,uiis_train_003110,0,phash_le_2
uiis_train_001639,uiis_train_003067,0,phash_le_2
uiis_train_001640,uiis_train_003356,0,phash_le_2
uiis_train_001642,uiis_train_001969,0,phash_le_2
uiis_train_001643,uiis_train_002880,0,phash_le_2
uiis_train_001644,uiis_train_003125,0,phash_le_2
uiis_train_001647,uiis_val_000536,0,phash_le_2
uiis_train_001648,uiis_train_002842,2,phash_le_2
uiis_train_001651,uiis_train_002963,0,phash_le_2
uiis_train_001652,uiis_train_003166,0,phash_le_2
uiis_train_001653,uiis_train_002931,0,phash_le_2
uiis_train_001656,uiis_train_002970,0,phash_le_2
uiis_train_001657,uiis_train_003270,0,phash_le_2
uiis_train_001658,uiis_val_000545,0,phash_le_2
uiis_train_001659,uiis_train_001807,0,phash_le_2
uiis_train_001660,uiis_train_003156,0,phash_le_2
uiis_train_001662,uiis_train_003038,0,phash_le_2
uiis_train_001663,uiis_val_000470,0,phash_le_2
uiis_train_001667,uiis_train_003193,0,phash_le_2
uiis_train_001669,uiis_train_003028,0,phash_le_2
uiis_train_001671,uiis_train_002981,0,phash_le_2
uiis_train_001672,uiis_train_002926,0,phash_le_2
uiis_train_001673,uiis_val_000170,0,phash_le_2
uiis_train_001674,uiis_val_000121,2,phash_le_2
uiis_train_001674,uiis_val_000530,0,phash_le_2
uiis_train_001675,uiis_train_003183,0,phash_le_2
uiis_train_001675,uiis_train_003288,0,phash_le_2
uiis_train_001676,uiis_train_003187,0,phash_le_2
uiis_train_001676,uiis_train_003382,0,phash_le_2
uiis_train_001684,uiis_val_000557,0,phash_le_2
uiis_train_001689,uiis_train_002972,0,phash_le_2
uiis_train_001690,uiis_train_003133,0,phash_le_2
uiis_train_001691,uiis_train_002166,0,phash_le_2
uiis_train_001693,uiis_train_003096,0,phash_le_2
uiis_train_001694,uiis_val_000509,0,phash_le_2
uiis_train_001696,uiis_train_002822,2,phash_le_2
uiis_train_001698,uiis_train_003143,0,phash_le_2
uiis_train_001699,uiis_train_003246,0,phash_le_2
uiis_train_001703,uiis_train_002941,0,phash_le_2
uiis_train_001704,uiis_val_000168,0,phash_le_2
uiis_train_001705,uiis_train_003017,0,phash_le_2
uiis_train_001707,uiis_train_002962,0,phash_le_2
uiis_train_001712,uiis_train_002849,0,phash_le_2
uiis_train_001712,uiis_val_000112,0,phash_le_2
uiis_train_001713,uiis_train_002861,0,phash_le_2
uiis_train_001716,uiis_train_001743,0,phash_le_2
uiis_train_001718,uiis_val_000366,0,phash_le_2
uiis_train_001721,uiis_train_001836,0,phash_le_2
uiis_train_001722,uiis_train_003079,0,phash_le_2
uiis_train_001725,uiis_train_001803,0,phash_le_2
uiis_train_001728,uiis_val_000162,0,phash_le_2
uiis_train_001731,uiis_train_003196,0,phash_le_2
uiis_train_001738,uiis_train_003216,0,phash_le_2
uiis_train_001741,uiis_train_003286,0,phash_le_2
uiis_train_001742,uiis_train_003043,0,phash_le_2
uiis_train_001744,uiis_train_002935,0,phash_le_2
uiis_train_001747,uiis_train_001976,0,phash_le_2
uiis_train_001748,uiis_train_002806,0,phash_le_2
uiis_train_001749,uiis_train_003077,0,phash_le_2
uiis_train_001751,uiis_train_002969,0,phash_le_2
uiis_train_001752,uiis_val_000553,0,phash_le_2
uiis_train_001753,uiis_train_001980,0,phash_le_2
uiis_train_001757,uiis_train_002961,0,phash_le_2
uiis_train_001760,uiis_train_001951,0,phash_le_2
uiis_train_001766,uiis_train_002852,0,phash_le_2
uiis_train_001768,uiis_train_002494,0,phash_le_2
uiis_train_001771,uiis_train_002635,0,phash_le_2
uiis_train_001773,uiis_train_003050,0,phash_le_2
uiis_train_001778,uiis_train_003137,0,phash_le_2
uiis_train_001780,uiis_train_003366,0,phash_le_2
uiis_train_001781,uiis_train_002135,0,phash_le_2
uiis_train_001785,uiis_train_003217,0,phash_le_2
uiis_train_001785,uiis_val_000066,0,phash_le_2
uiis_train_001787,uiis_train_002336,0,phash_le_2
uiis_train_001787,uiis_train_002742,0,phash_le_2
uiis_train_001789,uiis_train_002851,0,phash_le_2
uiis_train_001789,uiis_val_000571,0,phash_le_2
uiis_train_001790,uiis_train_003179,0,phash_le_2
uiis_train_001791,uiis_train_003085,0,phash_le_2
uiis_train_001794,uiis_train_003126,0,phash_le_2
uiis_train_001796,uiis_train_003039,0,phash_le_2
uiis_train_001798,uiis_train_002850,0,phash_le_2
uiis_train_001800,uiis_train_002722,0,phash_le_2
uiis_train_001801,uiis_train_003045,0,phash_le_2
uiis_train_001802,uiis_train_003007,0,phash_le_2
uiis_train_001804,uiis_train_002320,0,phash_le_2
uiis_train_001808,uiis_train_002862,0,phash_le_2
uiis_train_001809,uiis_val_000511,0,phash_le_2
uiis_train_001810,uiis_train_003101,0,phash_le_2
uiis_train_001811,uiis_train_002834,0,phash_le_2
uiis_train_001813,uiis_train_002948,0,phash_le_2
uiis_train_001816,uiis_train_003044,0,phash_le_2
uiis_train_001817,uiis_train_002817,0,phash_le_2
uiis_train_001818,uiis_train_003262,0,phash_le_2
uiis_train_001819,uiis_train_002980,0,phash_le_2
uiis_train_001820,uiis_val_000548,0,phash_le_2
uiis_train_001821,uiis_val_000367,0,phash_le_2
uiis_train_001822,uiis_train_002124,0,phash_le_2
uiis_train_001823,uiis_val_000231,0,phash_le_2
uiis_train_001824,uiis_train_002027,0,phash_le_2
uiis_train_001825,uiis_val_000232,0,phash_le_2
uiis_train_001834,uiis_train_002930,0,phash_le_2
uiis_train_001835,uiis_train_001934,0,phash_le_2
uiis_train_001837,uiis_train_002780,0,phash_le_2
uiis_train_001838,uiis_train_003141,0,phash_le_2
uiis_train_001838,uiis_train_003302,0,phash_le_2
uiis_train_001839,uiis_val_000496,0,phash_le_2
uiis_train_001840,uiis_train_002953,0,phash_le_2
uiis_train_001841,uiis_train_002964,0,phash_le_2
uiis_train_001847,uiis_train_001909,0,phash_le_2
uiis_train_001850,uiis_train_003032,0,phash_le_2
uiis_train_001850,uiis_val_000567,0,phash_le_2
uiis_train_001855,uiis_train_003162,0,phash_le_2
uiis_train_001860,uiis_train_002406,0,phash_le_2
uiis_train_001861,uiis_train_003082,0,phash_le_2
uiis_train_001861,uiis_train_003241,0,phash_le_2
uiis_train_001862,uiis_train_003103,0,phash_le_2
uiis_train_001865,uiis_train_002008,0,phash_le_2
uiis_train_001871,uiis_val_000491,0,phash_le_2
uiis_train_001873,uiis_train_003229,0,phash_le_2
uiis_train_001874,uiis_train_003075,0,phash_le_2
uiis_train_001875,uiis_train_002942,0,phash_le_2
uiis_train_001878,uiis_train_003098,0,phash_le_2
uiis_train_001881,uiis_val_000182,0,phash_le_2
uiis_train_001883,uiis_train_002223,0,phash_le_2
uiis_train_001885,uiis_train_002864,0,phash_le_2
uiis_train_001888,uiis_train_002860,0,phash_le_2
uiis_train_001889,uiis_train_003352,0,phash_le_2
uiis_train_001889,uiis_val_000310,0,phash_le_2
uiis_train_001891,uiis_val_000552,0,phash_le_2
uiis_train_001892,uiis_val_000506,0,phash_le_2
uiis_train_001893,uiis_train_002950,0,phash_le_2
uiis_train_001897,uiis_train_003084,0,phash_le_2
uiis_train_001900,uiis_val_000165,0,phash_le_2
uiis_train_001902,uiis_train_002875,0,phash_le_2
uiis_train_001903,uiis_train_002814,0,phash_le_2
uiis_train_001905,uiis_train_003012,0,phash_le_2
uiis_train_001907,uiis_train_002956,0,phash_le_2
uiis_train_001908,uiis_train_002809,0,phash_le_2
uiis_train_001912,uiis_train_003093,0,phash_le_2
uiis_train_001912,uiis_train_003354,0,phash_le_2
uiis_train_001913,uiis_train_001936,0,phash_le_2
uiis_train_001916,uiis_train_002828,0,phash_le_2
uiis_train_001917,uiis_train_002685,0,phash_le_2
uiis_train_001918,uiis_val_000529,0,phash_le_2
uiis_train_001923,uiis_train_003220,0,phash_le_2
uiis_train_001924,uiis_train_002016,0,phash_le_2
uiis_train_001924,uiis_train_003275,0,phash_le_2
uiis_train_001925,uiis_train_003208,0,phash_le_2
uiis_train_001926,uiis_train_003116,2,phash_le_2
uiis_train_001927,uiis_val_000202,0,phash_le_2
uiis_train_001931,uiis_train_002983,0,phash_le_2
uiis_train_001933,uiis_val_000535,2,phash_le_2
uiis_train_001935,uiis_val_000499,0,phash_le_2
uiis_train_001941,uiis_train_002858,0,phash_le_2
uiis_train_001943,uiis_train_002903,0,phash_le_2
uiis_train_001945,uiis_val_000559,0,phash_le_2
uiis_train_001946,uiis_train_002872,0,phash_le_2
uiis_train_001948,uiis_train_002766,0,phash_le_2
uiis_train_001952,uiis_train_003024,0,phash_le_2
uiis_train_001958,uiis_train_003004,0,phash_le_2
uiis_train_001960,uiis_train_002975,0,phash_le_2
uiis_train_001962,uiis_train_003181,0,phash_le_2
uiis_train_001962,uiis_train_003313,0,phash_le_2
uiis_train_001968,uiis_train_002997,0,phash_le_2
uiis_train_001970,uiis_val_000482,0,phash_le_2
uiis_train_001973,uiis_train_002923,0,phash_le_2
uiis_train_001981,uiis_train_002957,0,phash_le_2
uiis_train_001985,uiis_train_003219,0,phash_le_2
uiis_train_001986,uiis_train_002867,0,phash_le_2
uiis_train_001993,uiis_train_002973,0,phash_le_2
uiis_train_001994,uiis_val_000153,0,phash_le_2
uiis_train_001996,uiis_train_002584,0,phash_le_2
uiis_train_002000,uiis_train_003159,0,phash_le_2
uiis_train_002000,uiis_train_003388,0,phash_le_2
uiis_train_002002,uiis_train_002979,0,phash_le_2
uiis_train_002002,uiis_val_000340,0,phash_le_2
uiis_train_002004,uiis_val_000446,2,phash_le_2
uiis_train_002005,uiis_train_003061,0,phash_le_2
uiis_train_002009,uiis_train_002805,0,phash_le_2
uiis_train_002010,uiis_val_000281,0,phash_le_2
uiis_train_002015,uiis_train_002831,0,phash_le_2
uiis_train_002016,uiis_train_003275,0,phash_le_2
uiis_train_002017,uiis_train_003008,0,phash_le_2
uiis_train_002019,uiis_val_000319,0,phash_le_2
uiis_train_002023,uiis_train_002881,0,phash_le_2
uiis_train_002024,uiis_train_003337,0,phash_le_2
uiis_train_002028,uiis_train_003058,0,phash_le_2
uiis_train_002032,uiis_val_000544,0,phash_le_2
uiis_train_002037,uiis_val_000478,0,phash_le_2
uiis_train_002038,uiis_val_000504,0,phash_le_2
uiis_train_002041,uiis_train_003149,0,phash_le_2
uiis_train_002046,uiis_train_003068,0,phash_le_2
uiis_train_002048,uiis_train_002882,0,phash_le_2
uiis_train_002049,uiis_train_003095,0,phash_le_2
uiis_train_002050,uiis_train_002825,0,phash_le_2
uiis_train_002051,uiis_val_000518,0,phash_le_2
uiis_train_002053,uiis_val_000538,0,phash_le_2
uiis_train_002054,uiis_train_002130,0,phash_le_2
uiis_train_002055,uiis_train_003148,0,phash_le_2
uiis_train_002058,uiis_train_002298,0,phash_le_2
uiis_train_002060,uiis_val_000562,0,phash_le_2
uiis_train_002062,uiis_val_000524,0,phash_le_2
uiis_train_002063,uiis_train_002521,2,phash_le_2
uiis_train_002066,uiis_train_003155,0,phash_le_2
uiis_train_002071,uiis_train_003174,0,phash_le_2
uiis_train_002072,uiis_val_000412,0,phash_le_2
uiis_train_002075,uiis_train_003383,0,phash_le_2
uiis_train_002079,uiis_train_003160,0,phash_le_2
uiis_train_002082,uiis_train_002083,0,phash_le_2
uiis_train_002084,uiis_val_000197,0,phash_le_2
uiis_train_002086,uiis_train_003210,0,phash_le_2
uiis_train_002087,uiis_train_002976,0,phash_le_2
uiis_train_002088,uiis_train_003177,0,phash_le_2
uiis_train_002089,uiis_val_000307,0,phash_le_2
uiis_train_002090,uiis_train_003041,0,phash_le_2
uiis_train_002091,uiis_train_003186,0,phash_le_2
uiis_train_002095,uiis_train_002827,0,phash_le_2
uiis_train_002096,uiis_val_000502,0,phash_le_2
uiis_train_002098,uiis_val_000542,0,phash_le_2
uiis_train_002099,uiis_train_002884,0,phash_le_2
uiis_train_002101,uiis_val_000194,0,phash_le_2
uiis_train_002107,uiis_train_003070,0,phash_le_2
uiis_train_002110,uiis_val_000240,0,phash_le_2
uiis_train_002113,uiis_train_003180,0,phash_le_2
uiis_train_002114,uiis_train_002915,0,phash_le_2
uiis_train_002115,uiis_train_002891,0,phash_le_2
uiis_train_002116,uiis_val_000244,0,phash_le_2
uiis_train_002117,uiis_train_002820,0,phash_le_2
uiis_train_002120,uiis_val_000492,0,phash_le_2
uiis_train_002123,uiis_train_002933,0,phash_le_2
uiis_train_002126,uiis_train_002876,0,phash_le_2
uiis_train_002128,uiis_val_000589,0,phash_le_2
uiis_train_002129,uiis_train_002932,0,phash_le_2
uiis_train_002131,uiis_train_003206,0,phash_le_2
uiis_train_002132,uiis_val_000533,0,phash_le_2
uiis_train_002134,uiis_train_002947,0,phash_le_2
uiis_train_002140,uiis_train_002943,0,phash_le_2
uiis_train_002141,uiis_val_000558,0,phash_le_2
uiis_train_002143,uiis_train_003122,0,phash_le_2
uiis_train_002146,uiis_val_000409,0,phash_le_2
uiis_train_002147,uiis_val_000337,0,phash_le_2
uiis_train_002149,uiis_train_003228,0,phash_le_2
uiis_train_002153,uiis_train_003091,0,phash_le_2
uiis_train_002154,uiis_train_003107,0,phash_le_2
uiis_train_002155,uiis_train_002819,0,phash_le_2
uiis_train_002158,uiis_val_000485,0,phash_le_2
uiis_train_002159,uiis_train_003051,0,phash_le_2
uiis_train_002162,uiis_train_003117,0,phash_le_2
uiis_train_002164,uiis_train_003347,0,phash_le_2
uiis_train_002168,uiis_train_003138,0,phash_le_2
uiis_train_002169,uiis_train_003194,0,phash_le_2
uiis_train_002171,uiis_val_000494,0,phash_le_2
uiis_train_002174,uiis_val_000556,0,phash_le_2
uiis_train_002178,uiis_train_003385,0,phash_le_2
uiis_train_002182,uiis_train_003136,0,phash_le_2
uiis_train_002190,uiis_train_003167,0,phash_le_2
uiis_train_002191,uiis_val_000531,0,phash_le_2
uiis_train_002194,uiis_val_000325,0,phash_le_2
uiis_train_002202,uiis_train_003053,0,phash_le_2
uiis_train_002218,uiis_val_000171,0,phash_le_2
uiis_train_002230,uiis_val_000154,0,phash_le_2
uiis_train_002232,uiis_train_003652,0,phash_le_2
uiis_train_002234,uiis_val_000160,0,phash_le_2
uiis_train_002252,uiis_val_000241,0,phash_le_2
uiis_train_002284,uiis_val_000201,0,phash_le_2
uiis_train_002289,uiis_train_003239,0,phash_le_2
uiis_train_002310,uiis_train_003304,0,phash_le_2
uiis_train_002315,uiis_val_000395,2,phash_le_2
uiis_train_002326,uiis_train_002342,0,phash_le_2
uiis_train_002329,uiis_val_000205,0,phash_le_2
uiis_train_002331,uiis_val_000191,0,phash_le_2
uiis_train_002335,uiis_val_000229,0,phash_le_2
uiis_train_002336,uiis_train_002742,0,phash_le_2
uiis_train_002344,uiis_val_000174,0,phash_le_2
uiis_train_002387,uiis_train_003717,0,phash_le_2
uiis_train_002403,uiis_val_000233,0,phash_le_2
uiis_train_002405,uiis_val_000357,0,phash_le_2
uiis_train_002414,uiis_val_000007,0,phash_le_2
uiis_train_002420,uiis_val_000167,0,phash_le_2
uiis_train_002422,uiis_val_000172,0,phash_le_2
uiis_train_002430,uiis_train_003580,0,phash_le_2
uiis_train_002436,uiis_val_000164,0,phash_le_2
uiis_train_002440,uiis_val_000193,0,phash_le_2
uiis_train_002446,uiis_train_003732,2,phash_le_2
uiis_train_002448,uiis_val_000210,0,phash_le_2
uiis_train_002475,uiis_val_000285,0,phash_le_2
uiis_train_002495,uiis_val_000226,0,phash_le_2
uiis_train_002497,uiis_val_000235,0,phash_le_2
uiis_train_002502,uiis_val_000208,0,phash_le_2
uiis_train_002505,uiis_val_000195,0,phash_le_2
uiis_train_002548,uiis_val_000163,0,phash_le_2
uiis_train_002554,uiis_val_000078,0,phash_le_2
uiis_train_002569,uiis_val_000156,0,phash_le_2
uiis_train_002571,uiis_val_000245,0,phash_le_2
uiis_train_002575,uiis_train_003343,0,phash_le_2
uiis_train_002575,uiis_val_000292,0,phash_le_2
uiis_train_002599,uiis_train_003349,2,phash_le_2
uiis_train_002604,uiis_train_003840,0,phash_le_2
uiis_train_002604,uiis_val_000207,0,phash_le_2
uiis_train_002609,uiis_val_000180,0,phash_le_2
uiis_train_002612,uiis_val_000361,0,phash_le_2
uiis_train_002634,uiis_val_000177,0,phash_le_2
uiis_train_002695,uiis_val_000475,0,phash_le_2
uiis_train_002832,uiis_val_000343,0,phash_le_2
uiis_train_002841,uiis_val_000271,0,phash_le_2
uiis_train_002844,uiis_train_003518,0,phash_le_2
uiis_train_002849,uiis_val_000112,0,phash_le_2
uiis_train_002851,uiis_val_000571,0,phash_le_2
uiis_train_002853,uiis_val_000269,0,phash_le_2
uiis_train_002857,uiis_train_003381,2,phash_le_2
uiis_train_002894,uiis_val_000374,0,phash_le_2
uiis_train_002897,uiis_val_000016,0,phash_le_2
uiis_train_002899,uiis_val_000099,0,phash_le_2
uiis_train_002906,uiis_train_003309,0,phash_le_2
uiis_train_002906,uiis_val_000045,0,phash_le_2
uiis_train_002907,uiis_val_000276,0,phash_le_2
uiis_train_002909,uiis_val_000283,0,phash_le_2
uiis_train_002911,uiis_val_000332,0,phash_le_2
uiis_train_002918,uiis_train_003242,0,phash_le_2
uiis_train_002919,uiis_val_000030,2,phash_le_2
uiis_train_002924,uiis_train_003328,0,phash_le_2
uiis_train_002928,uiis_val_000267,0,phash_le_2
uiis_train_002934,uiis_val_000294,0,phash_le_2
uiis_train_002954,uiis_val_000323,0,phash_le_2
uiis_train_002959,uiis_val_000290,0,phash_le_2
uiis_train_002971,uiis_val_000359,0,phash_le_2
uiis_train_002979,uiis_val_000340,0,phash_le_2
uiis_train_002986,uiis_val_000303,0,phash_le_2
uiis_train_003016,uiis_val_000262,0,phash_le_2
uiis_train_003020,uiis_val_000263,0,phash_le_2
uiis_train_003032,uiis_val_000567,0,phash_le_2
uiis_train_003035,uiis_val_000116,0,phash_le_2
uiis_train_003042,uiis_val_000258,0,phash_le_2
uiis_train_003060,uiis_val_000275,0,phash_le_2
uiis_train_003065,uiis_val_000360,0,phash_le_2
uiis_train_003071,uiis_val_000314,0,phash_le_2
uiis_train_003082,uiis_train_003241,0,phash_le_2
uiis_train_003086,uiis_val_000317,0,phash_le_2
uiis_train_003093,uiis_train_003354,0,phash_le_2
uiis_train_003104,uiis_val_000274,0,phash_le_2
uiis_train_003112,uiis_val_000575,0,phash_le_2
uiis_train_003113,uiis_val_000129,0,phash_le_2
uiis_train_003132,uiis_val_000272,0,phash_le_2
uiis_train_003134,uiis_val_000261,0,phash_le_2
uiis_train_003141,uiis_train_003302,0,phash_le_2
uiis_train_003146,uiis_val_000342,0,phash_le_2
uiis_train_003150,uiis_val_000297,0,phash_le_2
uiis_train_003151,uiis_val_000316,0,phash_le_2
uiis_train_003158,uiis_val_000345,0,phash_le_2
uiis_train_003159,uiis_train_003388,0,phash_le_2
uiis_train_003181,uiis_train_003313,0,phash_le_2
uiis_train_003183,uiis_train_003288,0,phash_le_2
uiis_train_003185,uiis_val_000331,0,phash_le_2
uiis_train_003187,uiis_train_003382,0,phash_le_2
uiis_train_003188,uiis_val_000333,0,phash_le_2
uiis_train_003188,uiis_val_000577,0,phash_le_2
uiis_train_003200,uiis_val_000133,0,phash_le_2
uiis_train_003202,uiis_val_000563,0,phash_le_2
uiis_train_003204,uiis_train_003310,0,phash_le_2
uiis_train_003204,uiis_val_000102,0,phash_le_2
uiis_train_003207,uiis_val_000322,0,phash_le_2
uiis_train_003207,uiis_val_000592,0,phash_le_2
uiis_train_003212,uiis_val_000278,0,phash_le_2
uiis_train_003217,uiis_val_000066,0,phash_le_2
uiis_train_003233,uiis_train_003471,2,phash_le_2
uiis_train_003252,uiis_val_000301,0,phash_le_2
uiis_train_003252,uiis_val_000580,0,phash_le_2
uiis_train_003264,uiis_val_000151,0,phash_le_2
uiis_train_003271,uiis_train_003529,2,phash_le_2
uiis_train_003285,uiis_val_000034,0,phash_le_2
uiis_train_003289,uiis_val_000083,0,phash_le_2
uiis_train_003299,uiis_val_000651,2,phash_le_2
uiis_train_003300,uiis_train_003594,0,phash_le_2
uiis_train_003303,uiis_train_003593,0,phash_le_2
uiis_train_003309,uiis_val_000045,0,phash_le_2
uiis_train_003310,uiis_val_000102,0,phash_le_2
uiis_train_003316,uiis_train_003460,0,phash_le_2
uiis_train_003317,uiis_train_003493,0,phash_le_2
uiis_train_003322,uiis_train_003545,2,phash_le_2
uiis_train_003323,uiis_train_003413,0,phash_le_2
uiis_train_003329,uiis_val_000221,0,phash_le_2
uiis_train_003331,uiis_val_000387,0,phash_le_2
uiis_train_003334,uiis_train_003734,2,phash_le_2
uiis_train_003343,uiis_val_000292,0,phash_le_2
uiis_train_003346,uiis_train_003872,2,phash_le_2
uiis_train_003350,uiis_train_003706,0,phash_le_2
uiis_train_003352,uiis_val_000310,0,phash_le_2
uiis_train_003364,uiis_val_000054,0,phash_le_2
uiis_train_003367,uiis_val_000120,2,phash_le_2
uiis_train_003370,uiis_train_003794,0,phash_le_2
uiis_train_003393,uiis_train_003813,0,phash_le_2
uiis_train_003401,uiis_train_003439,0,phash_le_2
uiis_train_003421,uiis_val_000566,2,phash_le_2
uiis_train_003431,uiis_val_000633,0,phash_le_2
uiis_train_003438,uiis_train_003821,0,phash_le_2
uiis_train_003446,uiis_train_003759,0,phash_le_2
uiis_train_003459,uiis_train_003527,0,phash_le_2
uiis_train_003462,uiis_train_003847,0,phash_le_2
uiis_train_003465,uiis_train_003478,0,phash_le_2
uiis_train_003474,uiis_train_003677,0,phash_le_2
uiis_train_003488,uiis_train_003737,0,phash_le_2
uiis_train_003503,uiis_train_003879,0,phash_le_2
uiis_train_003512,uiis_train_003914,0,phash_le_2
uiis_train_003516,uiis_train_003770,0,phash_le_2
uiis_train_003533,uiis_train_003903,0,phash_le_2
uiis_train_003534,uiis_train_003890,0,phash_le_2
uiis_train_003542,uiis_train_003845,0,phash_le_2
uiis_train_003558,uiis_train_003738,0,phash_le_2
uiis_train_003559,uiis_train_003579,0,phash_le_2
uiis_train_003578,uiis_train_003771,0,phash_le_2
uiis_train_003595,uiis_train_003822,0,phash_le_2
uiis_train_003605,uiis_val_000659,0,phash_le_2
uiis_train_003614,uiis_train_003867,0,phash_le_2
uiis_train_003622,uiis_train_003646,0,phash_le_2
uiis_train_003630,uiis_train_003760,0,phash_le_2
uiis_train_003637,uiis_train_003834,0,phash_le_2
uiis_train_003638,uiis_train_003933,0,phash_le_2
uiis_train_003645,uiis_val_000688,0,phash_le_2
uiis_train_003647,uiis_train_003849,0,phash_le_2
uiis_train_003648,uiis_val_000612,0,phash_le_2
uiis_train_003655,uiis_train_003665,2,phash_le_2
uiis_train_003687,uiis_train_003918,0,phash_le_2
uiis_train_003694,uiis_train_003740,0,phash_le_2
uiis_train_003696,uiis_train_003919,0,phash_le_2
uiis_train_003702,uiis_train_003875,0,phash_le_2
uiis_train_003711,uiis_train_003921,0,phash_le_2
uiis_train_003715,uiis_train_003825,0,phash_le_2
uiis_train_003716,uiis_val_000685,0,phash_le_2
uiis_train_003720,uiis_train_003877,0,phash_le_2
uiis_train_003727,uiis_train_003929,0,phash_le_2
uiis_train_003731,uiis_train_003869,0,phash_le_2
uiis_train_003741,uiis_train_003866,0,phash_le_2
uiis_train_003746,uiis_train_003931,0,phash_le_2
uiis_train_003755,uiis_train_003843,0,phash_le_2
uiis_train_003762,uiis_train_003922,0,phash_le_2
uiis_train_003763,uiis_train_003835,0,phash_le_2
uiis_train_003773,uiis_train_003924,0,phash_le_2
uiis_train_003789,uiis_train_003934,0,phash_le_2
uiis_train_003799,uiis_train_003930,0,phash_le_2
uiis_train_003801,uiis_train_003917,2,phash_le_2
uiis_train_003808,uiis_train_003873,0,phash_le_2
uiis_train_003840,uiis_val_000207,0,phash_le_2
uiis_train_003852,uiis_val_000637,0,phash_le_2
uiis_train_003856,uiis_train_003891,0,phash_le_2
uiis_train_003870,uiis_val_000628,0,phash_le_2
uiis_train_003878,uiis_train_003928,0,phash_le_2
uiis_train_003895,uiis_val_000686,0,phash_le_2
