partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels,total_pixels,quantized_pixels,quantized_ratio,size_repaired,repair_method,scene_group_id
train_val,w_r_106_,data/suim_processed/images/train_val/w_r_106_.jpg,data/suim_processed/masks/train_val/w_r_106_.png,640,480,640,480,0,0|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_106_
train_val,w_r_113_,data/suim_processed/images/train_val/w_r_113_.jpg,data/suim_processed/masks/train_val/w_r_113_.png,640,480,640,480,0,0|3|5|6|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_113_
train_val,w_r_114_,data/suim_processed/images/train_val/w_r_114_.jpg,data/suim_processed/masks/train_val/w_r_114_.png,640,480,640,480,0,0|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_114_
train_val,w_r_122_,data/suim_processed/images/train_val/w_r_122_.jpg,data/suim_processed/masks/train_val/w_r_122_.png,640,480,640,480,0,0|1|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_122_
train_val,w_r_124_,data/suim_processed/images/train_val/w_r_124_.jpg,data/suim_processed/masks/train_val/w_r_124_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_124_
train_val,w_r_126_,data/suim_processed/images/train_val/w_r_126_.jpg,data/suim_processed/masks/train_val/w_r_126_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_126_
train_val,w_r_183_,data/suim_processed/images/train_val/w_r_183_.jpg,data/suim_processed/masks/train_val/w_r_183_.png,640,480,640,480,0,0|1|3|6,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_183_
train_val,w_r_198_,data/suim_processed/images/train_val/w_r_198_.jpg,data/suim_processed/masks/train_val/w_r_198_.png,640,480,640,480,0,0|1|2|3|6|7,bit_threshold,44727,307200,44727,0.145595703125,False,none,scene:w_r_198_
train_val,w_r_208_,data/suim_processed/images/train_val/w_r_208_.jpg,data/suim_processed/masks/train_val/w_r_208_.png,640,480,640,480,0,0|3|6,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_208_
train_val,w_r_210_,data/suim_processed/images/train_val/w_r_210_.jpg,data/suim_processed/masks/train_val/w_r_210_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_210_
train_val,w_r_231_,data/suim_processed/images/train_val/w_r_231_.jpg,data/suim_processed/masks/train_val/w_r_231_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_231_
train_val,w_r_237_,data/suim_processed/images/train_val/w_r_237_.jpg,data/suim_processed/masks/train_val/w_r_237_.png,640,480,640,480,0,0|1|3|6,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_237_
train_val,w_r_247_,data/suim_processed/images/train_val/w_r_247_.jpg,data/suim_processed/masks/train_val/w_r_247_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_247_
train_val,w_r_259_,data/suim_processed/images/train_val/w_r_259_.jpg,data/suim_processed/masks/train_val/w_r_259_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_259_
train_val,w_r_263_,data/suim_processed/images/train_val/w_r_263_.jpg,data/suim_processed/masks/train_val/w_r_263_.png,640,480,640,480,0,0|1|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_263_
train_val,w_r_271_,data/suim_processed/images/train_val/w_r_271_.jpg,data/suim_processed/masks/train_val/w_r_271_.png,640,480,640,480,0,0|1|2|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_271_
train_val,w_r_278_,data/suim_processed/images/train_val/w_r_278_.jpg,data/suim_processed/masks/train_val/w_r_278_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_278_
train_val,w_r_294_,data/suim_processed/images/train_val/w_r_294_.jpg,data/suim_processed/masks/train_val/w_r_294_.png,640,480,640,480,0,0|2|3,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_294_
train_val,w_r_33_,data/suim_processed/images/train_val/w_r_33_.jpg,data/suim_processed/masks/train_val/w_r_33_.png,640,480,640,480,0,0|1|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_33_
train_val,w_r_42_,data/suim_processed/images/train_val/w_r_42_.jpg,data/suim_processed/masks/train_val/w_r_42_.png,640,480,640,480,0,0|1|3|5|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_42_
train_val,w_r_66_,data/suim_processed/images/train_val/w_r_66_.jpg,data/suim_processed/masks/train_val/w_r_66_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_66_
train_val,w_r_89_,data/suim_processed/images/train_val/w_r_89_.jpg,data/suim_processed/masks/train_val/w_r_89_.png,640,480,640,480,0,0|3|7,bit_threshold,0,307200,0,0.0,False,none,scene:w_r_89_
