partition,sample_id,image_path,mask_path,width,height,original_mask_width,original_mask_height,mask_resized_nearest,classes_present,mask_policy,non_exact_rgb_pixels
train_val,f_r_1233_,data/suim_processed/images/train_val/f_r_1233_.jpg,data/suim_processed/masks/train_val/f_r_1233_.png,590,375,590,430,1,0|4|5|6|7,bit_threshold,98497
train_val,f_r_1235_,data/suim_processed/images/train_val/f_r_1235_.jpg,data/suim_processed/masks/train_val/f_r_1235_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1237_,data/suim_processed/images/train_val/f_r_1237_.jpg,data/suim_processed/masks/train_val/f_r_1237_.png,960,540,960,540,0,0|2|5|6,bit_threshold,0
train_val,f_r_1238_,data/suim_processed/images/train_val/f_r_1238_.jpg,data/suim_processed/masks/train_val/f_r_1238_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1239_,data/suim_processed/images/train_val/f_r_1239_.jpg,data/suim_processed/masks/train_val/f_r_1239_.png,640,480,640,480,0,0|6,bit_threshold,0
train_val,f_r_123_,data/suim_processed/images/train_val/f_r_123_.jpg,data/suim_processed/masks/train_val/f_r_123_.png,640,480,640,480,0,2|5|6,bit_threshold,0
train_val,f_r_1241_,data/suim_processed/images/train_val/f_r_1241_.jpg,data/suim_processed/masks/train_val/f_r_1241_.png,640,480,640,480,0,0|1|6,bit_threshold,0
train_val,f_r_1242_,data/suim_processed/images/train_val/f_r_1242_.jpg,data/suim_processed/masks/train_val/f_r_1242_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1243_,data/suim_processed/images/train_val/f_r_1243_.jpg,data/suim_processed/masks/train_val/f_r_1243_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1252_,data/suim_processed/images/train_val/f_r_1252_.jpg,data/suim_processed/masks/train_val/f_r_1252_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1265_,data/suim_processed/images/train_val/f_r_1265_.jpg,data/suim_processed/masks/train_val/f_r_1265_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1267_,data/suim_processed/images/train_val/f_r_1267_.jpg,data/suim_processed/masks/train_val/f_r_1267_.png,640,480,640,480,0,0|4|5|6|7,bit_threshold,117387
train_val,f_r_1274_,data/suim_processed/images/train_val/f_r_1274_.jpg,data/suim_processed/masks/train_val/f_r_1274_.png,640,480,640,480,0,4|5|6|7,bit_threshold,153701
train_val,f_r_1280_,data/suim_processed/images/train_val/f_r_1280_.jpg,data/suim_processed/masks/train_val/f_r_1280_.png,640,480,640,480,0,0|5|7,bit_threshold,0
train_val,f_r_1289_,data/suim_processed/images/train_val/f_r_1289_.jpg,data/suim_processed/masks/train_val/f_r_1289_.png,590,375,590,430,1,0|4|5|6|7,bit_threshold,105301
train_val,f_r_1290_,data/suim_processed/images/train_val/f_r_1290_.jpg,data/suim_processed/masks/train_val/f_r_1290_.png,910,435,910,490,1,4|5|6|7,bit_threshold,60555
train_val,f_r_1296_,data/suim_processed/images/train_val/f_r_1296_.jpg,data/suim_processed/masks/train_val/f_r_1296_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1297_,data/suim_processed/images/train_val/f_r_1297_.jpg,data/suim_processed/masks/train_val/f_r_1297_.png,640,480,640,480,0,0|1|5,bit_threshold,0
train_val,f_r_1300_,data/suim_processed/images/train_val/f_r_1300_.jpg,data/suim_processed/masks/train_val/f_r_1300_.png,640,480,640,480,0,0|5,bit_threshold,53064
train_val,f_r_1302_,data/suim_processed/images/train_val/f_r_1302_.jpg,data/suim_processed/masks/train_val/f_r_1302_.png,590,375,590,430,1,0|2|4|5|6|7,bit_threshold,182011
train_val,f_r_1305_,data/suim_processed/images/train_val/f_r_1305_.jpg,data/suim_processed/masks/train_val/f_r_1305_.png,640,480,640,480,0,0|5|7,bit_threshold,0
train_val,f_r_1307_,data/suim_processed/images/train_val/f_r_1307_.jpg,data/suim_processed/masks/train_val/f_r_1307_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1313_,data/suim_processed/images/train_val/f_r_1313_.jpg,data/suim_processed/masks/train_val/f_r_1313_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1315_,data/suim_processed/images/train_val/f_r_1315_.jpg,data/suim_processed/masks/train_val/f_r_1315_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1316_,data/suim_processed/images/train_val/f_r_1316_.jpg,data/suim_processed/masks/train_val/f_r_1316_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1318_,data/suim_processed/images/train_val/f_r_1318_.jpg,data/suim_processed/masks/train_val/f_r_1318_.png,590,375,590,430,1,0|4|5|6|7,bit_threshold,110113
train_val,f_r_1321_,data/suim_processed/images/train_val/f_r_1321_.jpg,data/suim_processed/masks/train_val/f_r_1321_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1322_,data/suim_processed/images/train_val/f_r_1322_.jpg,data/suim_processed/masks/train_val/f_r_1322_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1324_,data/suim_processed/images/train_val/f_r_1324_.jpg,data/suim_processed/masks/train_val/f_r_1324_.png,640,480,640,480,0,4|5|6|7,bit_threshold,238663
train_val,f_r_1327_,data/suim_processed/images/train_val/f_r_1327_.jpg,data/suim_processed/masks/train_val/f_r_1327_.png,640,480,640,480,0,5|6,bit_threshold,0
train_val,f_r_132_,data/suim_processed/images/train_val/f_r_132_.jpg,data/suim_processed/masks/train_val/f_r_132_.png,640,480,640,480,0,6|7,bit_threshold,0
train_val,f_r_1332_,data/suim_processed/images/train_val/f_r_1332_.jpg,data/suim_processed/masks/train_val/f_r_1332_.png,640,480,640,480,0,0|4|5|6|7,bit_threshold,116989
train_val,f_r_1335_,data/suim_processed/images/train_val/f_r_1335_.jpg,data/suim_processed/masks/train_val/f_r_1335_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1339_,data/suim_processed/images/train_val/f_r_1339_.jpg,data/suim_processed/masks/train_val/f_r_1339_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1341_,data/suim_processed/images/train_val/f_r_1341_.jpg,data/suim_processed/masks/train_val/f_r_1341_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1346_,data/suim_processed/images/train_val/f_r_1346_.jpg,data/suim_processed/masks/train_val/f_r_1346_.png,640,480,640,480,0,0|5,bit_threshold,0
train_val,f_r_1347_,data/suim_processed/images/train_val/f_r_1347_.jpg,data/suim_processed/masks/train_val/f_r_1347_.png,640,480,640,480,0,0|1|6|7,bit_threshold,0
train_val,f_r_1348_,data/suim_processed/images/train_val/f_r_1348_.jpg,data/suim_processed/masks/train_val/f_r_1348_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1353_,data/suim_processed/images/train_val/f_r_1353_.jpg,data/suim_processed/masks/train_val/f_r_1353_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1355_,data/suim_processed/images/train_val/f_r_1355_.jpg,data/suim_processed/masks/train_val/f_r_1355_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1356_,data/suim_processed/images/train_val/f_r_1356_.jpg,data/suim_processed/masks/train_val/f_r_1356_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1362_,data/suim_processed/images/train_val/f_r_1362_.jpg,data/suim_processed/masks/train_val/f_r_1362_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1365_,data/suim_processed/images/train_val/f_r_1365_.jpg,data/suim_processed/masks/train_val/f_r_1365_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1369_,data/suim_processed/images/train_val/f_r_1369_.jpg,data/suim_processed/masks/train_val/f_r_1369_.png,960,540,960,540,0,0|5|6|7,bit_threshold,0
train_val,f_r_136_,data/suim_processed/images/train_val/f_r_136_.jpg,data/suim_processed/masks/train_val/f_r_136_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1371_,data/suim_processed/images/train_val/f_r_1371_.jpg,data/suim_processed/masks/train_val/f_r_1371_.png,640,480,640,480,0,0|1|5|6|7,bit_threshold,0
train_val,f_r_1372_,data/suim_processed/images/train_val/f_r_1372_.jpg,data/suim_processed/masks/train_val/f_r_1372_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1374_,data/suim_processed/images/train_val/f_r_1374_.jpg,data/suim_processed/masks/train_val/f_r_1374_.png,640,480,640,480,0,0|2|5|7,bit_threshold,0
train_val,f_r_1375_,data/suim_processed/images/train_val/f_r_1375_.jpg,data/suim_processed/masks/train_val/f_r_1375_.png,640,480,640,480,0,0|5,bit_threshold,0
train_val,f_r_1376_,data/suim_processed/images/train_val/f_r_1376_.jpg,data/suim_processed/masks/train_val/f_r_1376_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1381_,data/suim_processed/images/train_val/f_r_1381_.jpg,data/suim_processed/masks/train_val/f_r_1381_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1383_,data/suim_processed/images/train_val/f_r_1383_.jpg,data/suim_processed/masks/train_val/f_r_1383_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1385_,data/suim_processed/images/train_val/f_r_1385_.jpg,data/suim_processed/masks/train_val/f_r_1385_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1387_,data/suim_processed/images/train_val/f_r_1387_.jpg,data/suim_processed/masks/train_val/f_r_1387_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1389_,data/suim_processed/images/train_val/f_r_1389_.jpg,data/suim_processed/masks/train_val/f_r_1389_.png,640,480,640,480,0,0|6,bit_threshold,0
train_val,f_r_1392_,data/suim_processed/images/train_val/f_r_1392_.jpg,data/suim_processed/masks/train_val/f_r_1392_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1394_,data/suim_processed/images/train_val/f_r_1394_.jpg,data/suim_processed/masks/train_val/f_r_1394_.png,910,435,910,490,1,0|6|7,bit_threshold,23894
train_val,f_r_1401_,data/suim_processed/images/train_val/f_r_1401_.jpg,data/suim_processed/masks/train_val/f_r_1401_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1407_,data/suim_processed/images/train_val/f_r_1407_.jpg,data/suim_processed/masks/train_val/f_r_1407_.png,960,540,960,540,0,0|5,bit_threshold,0
train_val,f_r_1409_,data/suim_processed/images/train_val/f_r_1409_.jpg,data/suim_processed/masks/train_val/f_r_1409_.png,640,480,640,480,0,0|2|5|7,bit_threshold,0
train_val,f_r_1417_,data/suim_processed/images/train_val/f_r_1417_.jpg,data/suim_processed/masks/train_val/f_r_1417_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0
train_val,f_r_1418_,data/suim_processed/images/train_val/f_r_1418_.jpg,data/suim_processed/masks/train_val/f_r_1418_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_141_,data/suim_processed/images/train_val/f_r_141_.jpg,data/suim_processed/masks/train_val/f_r_141_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1420_,data/suim_processed/images/train_val/f_r_1420_.jpg,data/suim_processed/masks/train_val/f_r_1420_.png,640,480,640,480,0,0|6,bit_threshold,0
train_val,f_r_1421_,data/suim_processed/images/train_val/f_r_1421_.jpg,data/suim_processed/masks/train_val/f_r_1421_.png,960,540,960,540,0,0|5|6,bit_threshold,0
train_val,f_r_1424_,data/suim_processed/images/train_val/f_r_1424_.jpg,data/suim_processed/masks/train_val/f_r_1424_.png,590,375,590,430,1,0|1|5|6|7,bit_threshold,56895
train_val,f_r_1430_,data/suim_processed/images/train_val/f_r_1430_.jpg,data/suim_processed/masks/train_val/f_r_1430_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1433_,data/suim_processed/images/train_val/f_r_1433_.jpg,data/suim_processed/masks/train_val/f_r_1433_.png,640,480,640,480,0,0|3|6,bit_threshold,0
train_val,f_r_1434_,data/suim_processed/images/train_val/f_r_1434_.jpg,data/suim_processed/masks/train_val/f_r_1434_.png,960,540,960,540,0,0|5|6,bit_threshold,0
train_val,f_r_1437_,data/suim_processed/images/train_val/f_r_1437_.jpg,data/suim_processed/masks/train_val/f_r_1437_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1438_,data/suim_processed/images/train_val/f_r_1438_.jpg,data/suim_processed/masks/train_val/f_r_1438_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1439_,data/suim_processed/images/train_val/f_r_1439_.jpg,data/suim_processed/masks/train_val/f_r_1439_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_143_,data/suim_processed/images/train_val/f_r_143_.jpg,data/suim_processed/masks/train_val/f_r_143_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1441_,data/suim_processed/images/train_val/f_r_1441_.jpg,data/suim_processed/masks/train_val/f_r_1441_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1443_,data/suim_processed/images/train_val/f_r_1443_.jpg,data/suim_processed/masks/train_val/f_r_1443_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1444_,data/suim_processed/images/train_val/f_r_1444_.jpg,data/suim_processed/masks/train_val/f_r_1444_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0
train_val,f_r_1446_,data/suim_processed/images/train_val/f_r_1446_.jpg,data/suim_processed/masks/train_val/f_r_1446_.png,640,480,640,480,0,3|7,bit_threshold,0
train_val,f_r_1447_,data/suim_processed/images/train_val/f_r_1447_.jpg,data/suim_processed/masks/train_val/f_r_1447_.png,640,480,640,480,0,5|6,bit_threshold,0
train_val,f_r_1454_,data/suim_processed/images/train_val/f_r_1454_.jpg,data/suim_processed/masks/train_val/f_r_1454_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1459_,data/suim_processed/images/train_val/f_r_1459_.jpg,data/suim_processed/masks/train_val/f_r_1459_.png,640,480,640,480,0,2|6|7,bit_threshold,0
train_val,f_r_145_,data/suim_processed/images/train_val/f_r_145_.jpg,data/suim_processed/masks/train_val/f_r_145_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0
train_val,f_r_1464_,data/suim_processed/images/train_val/f_r_1464_.jpg,data/suim_processed/masks/train_val/f_r_1464_.png,960,540,960,540,0,0|5|6|7,bit_threshold,0
train_val,f_r_1469_,data/suim_processed/images/train_val/f_r_1469_.jpg,data/suim_processed/masks/train_val/f_r_1469_.png,640,480,640,480,0,0|2|5,bit_threshold,0
train_val,f_r_146_,data/suim_processed/images/train_val/f_r_146_.jpg,data/suim_processed/masks/train_val/f_r_146_.png,960,540,960,540,0,0|5|6|7,bit_threshold,0
train_val,f_r_147_,data/suim_processed/images/train_val/f_r_147_.jpg,data/suim_processed/masks/train_val/f_r_147_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1481_,data/suim_processed/images/train_val/f_r_1481_.jpg,data/suim_processed/masks/train_val/f_r_1481_.png,640,480,640,480,0,2|6|7,bit_threshold,0
train_val,f_r_1483_,data/suim_processed/images/train_val/f_r_1483_.jpg,data/suim_processed/masks/train_val/f_r_1483_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1485_,data/suim_processed/images/train_val/f_r_1485_.jpg,data/suim_processed/masks/train_val/f_r_1485_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1487_,data/suim_processed/images/train_val/f_r_1487_.jpg,data/suim_processed/masks/train_val/f_r_1487_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1492_,data/suim_processed/images/train_val/f_r_1492_.jpg,data/suim_processed/masks/train_val/f_r_1492_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1493_,data/suim_processed/images/train_val/f_r_1493_.jpg,data/suim_processed/masks/train_val/f_r_1493_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1494_,data/suim_processed/images/train_val/f_r_1494_.jpg,data/suim_processed/masks/train_val/f_r_1494_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1495_,data/suim_processed/images/train_val/f_r_1495_.jpg,data/suim_processed/masks/train_val/f_r_1495_.png,640,480,640,480,0,0|1|5|6,bit_threshold,0
train_val,f_r_1496_,data/suim_processed/images/train_val/f_r_1496_.jpg,data/suim_processed/masks/train_val/f_r_1496_.png,960,540,960,540,0,0|5|6,bit_threshold,0
train_val,f_r_1497_,data/suim_processed/images/train_val/f_r_1497_.jpg,data/suim_processed/masks/train_val/f_r_1497_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0
train_val,f_r_1499_,data/suim_processed/images/train_val/f_r_1499_.jpg,data/suim_processed/masks/train_val/f_r_1499_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1500_,data/suim_processed/images/train_val/f_r_1500_.jpg,data/suim_processed/masks/train_val/f_r_1500_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1501_,data/suim_processed/images/train_val/f_r_1501_.jpg,data/suim_processed/masks/train_val/f_r_1501_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1502_,data/suim_processed/images/train_val/f_r_1502_.jpg,data/suim_processed/masks/train_val/f_r_1502_.png,640,480,640,480,0,5|7,bit_threshold,0
train_val,f_r_1506_,data/suim_processed/images/train_val/f_r_1506_.jpg,data/suim_processed/masks/train_val/f_r_1506_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1507_,data/suim_processed/images/train_val/f_r_1507_.jpg,data/suim_processed/masks/train_val/f_r_1507_.png,640,480,640,480,0,6|7,bit_threshold,0
train_val,f_r_150_,data/suim_processed/images/train_val/f_r_150_.jpg,data/suim_processed/masks/train_val/f_r_150_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1512_,data/suim_processed/images/train_val/f_r_1512_.jpg,data/suim_processed/masks/train_val/f_r_1512_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0
train_val,f_r_1514_,data/suim_processed/images/train_val/f_r_1514_.jpg,data/suim_processed/masks/train_val/f_r_1514_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1515_,data/suim_processed/images/train_val/f_r_1515_.jpg,data/suim_processed/masks/train_val/f_r_1515_.png,590,375,590,430,1,0|4|5|6|7,bit_threshold,58732
train_val,f_r_1516_,data/suim_processed/images/train_val/f_r_1516_.jpg,data/suim_processed/masks/train_val/f_r_1516_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1517_,data/suim_processed/images/train_val/f_r_1517_.jpg,data/suim_processed/masks/train_val/f_r_1517_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1518_,data/suim_processed/images/train_val/f_r_1518_.jpg,data/suim_processed/masks/train_val/f_r_1518_.png,640,480,640,480,0,5|6,bit_threshold,0
train_val,f_r_1525_,data/suim_processed/images/train_val/f_r_1525_.jpg,data/suim_processed/masks/train_val/f_r_1525_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1527_,data/suim_processed/images/train_val/f_r_1527_.jpg,data/suim_processed/masks/train_val/f_r_1527_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1528_,data/suim_processed/images/train_val/f_r_1528_.jpg,data/suim_processed/masks/train_val/f_r_1528_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1529_,data/suim_processed/images/train_val/f_r_1529_.jpg,data/suim_processed/masks/train_val/f_r_1529_.png,960,540,960,540,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_152_,data/suim_processed/images/train_val/f_r_152_.jpg,data/suim_processed/masks/train_val/f_r_152_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1530_,data/suim_processed/images/train_val/f_r_1530_.jpg,data/suim_processed/masks/train_val/f_r_1530_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1531_,data/suim_processed/images/train_val/f_r_1531_.jpg,data/suim_processed/masks/train_val/f_r_1531_.png,640,480,640,480,0,0|5|7,bit_threshold,0
train_val,f_r_1534_,data/suim_processed/images/train_val/f_r_1534_.jpg,data/suim_processed/masks/train_val/f_r_1534_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1535_,data/suim_processed/images/train_val/f_r_1535_.jpg,data/suim_processed/masks/train_val/f_r_1535_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0
train_val,f_r_1536_,data/suim_processed/images/train_val/f_r_1536_.jpg,data/suim_processed/masks/train_val/f_r_1536_.png,640,480,640,480,0,0|5,bit_threshold,0
train_val,f_r_1537_,data/suim_processed/images/train_val/f_r_1537_.jpg,data/suim_processed/masks/train_val/f_r_1537_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1538_,data/suim_processed/images/train_val/f_r_1538_.jpg,data/suim_processed/masks/train_val/f_r_1538_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1539_,data/suim_processed/images/train_val/f_r_1539_.jpg,data/suim_processed/masks/train_val/f_r_1539_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1542_,data/suim_processed/images/train_val/f_r_1542_.jpg,data/suim_processed/masks/train_val/f_r_1542_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1543_,data/suim_processed/images/train_val/f_r_1543_.jpg,data/suim_processed/masks/train_val/f_r_1543_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1546_,data/suim_processed/images/train_val/f_r_1546_.jpg,data/suim_processed/masks/train_val/f_r_1546_.png,960,540,960,540,0,0|5|6,bit_threshold,0
train_val,f_r_1547_,data/suim_processed/images/train_val/f_r_1547_.jpg,data/suim_processed/masks/train_val/f_r_1547_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1549_,data/suim_processed/images/train_val/f_r_1549_.jpg,data/suim_processed/masks/train_val/f_r_1549_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_154_,data/suim_processed/images/train_val/f_r_154_.jpg,data/suim_processed/masks/train_val/f_r_154_.png,640,480,640,480,0,0|5|7,bit_threshold,0
train_val,f_r_1550_,data/suim_processed/images/train_val/f_r_1550_.jpg,data/suim_processed/masks/train_val/f_r_1550_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1551_,data/suim_processed/images/train_val/f_r_1551_.jpg,data/suim_processed/masks/train_val/f_r_1551_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1552_,data/suim_processed/images/train_val/f_r_1552_.jpg,data/suim_processed/masks/train_val/f_r_1552_.png,640,480,640,480,0,2|5|6|7,bit_threshold,0
train_val,f_r_1554_,data/suim_processed/images/train_val/f_r_1554_.jpg,data/suim_processed/masks/train_val/f_r_1554_.png,640,360,640,360,0,0|5,bit_threshold,0
train_val,f_r_1556_,data/suim_processed/images/train_val/f_r_1556_.jpg,data/suim_processed/masks/train_val/f_r_1556_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_155_,data/suim_processed/images/train_val/f_r_155_.jpg,data/suim_processed/masks/train_val/f_r_155_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1565_,data/suim_processed/images/train_val/f_r_1565_.jpg,data/suim_processed/masks/train_val/f_r_1565_.png,640,480,640,480,0,0|6,bit_threshold,0
train_val,f_r_1569_,data/suim_processed/images/train_val/f_r_1569_.jpg,data/suim_processed/masks/train_val/f_r_1569_.png,640,480,640,480,0,0|3|7,bit_threshold,0
train_val,f_r_1570_,data/suim_processed/images/train_val/f_r_1570_.jpg,data/suim_processed/masks/train_val/f_r_1570_.png,910,435,910,490,1,0|6|7,bit_threshold,12840
train_val,f_r_1572_,data/suim_processed/images/train_val/f_r_1572_.jpg,data/suim_processed/masks/train_val/f_r_1572_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1577_,data/suim_processed/images/train_val/f_r_1577_.jpg,data/suim_processed/masks/train_val/f_r_1577_.png,640,360,640,360,0,0|2|6|7,bit_threshold,0
train_val,f_r_1579_,data/suim_processed/images/train_val/f_r_1579_.jpg,data/suim_processed/masks/train_val/f_r_1579_.png,640,480,640,480,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_157_,data/suim_processed/images/train_val/f_r_157_.jpg,data/suim_processed/masks/train_val/f_r_157_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1582_,data/suim_processed/images/train_val/f_r_1582_.jpg,data/suim_processed/masks/train_val/f_r_1582_.png,640,480,640,480,0,6|7,bit_threshold,0
train_val,f_r_1583_,data/suim_processed/images/train_val/f_r_1583_.jpg,data/suim_processed/masks/train_val/f_r_1583_.png,640,480,640,480,0,6|7,bit_threshold,0
train_val,f_r_1586_,data/suim_processed/images/train_val/f_r_1586_.jpg,data/suim_processed/masks/train_val/f_r_1586_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1587_,data/suim_processed/images/train_val/f_r_1587_.jpg,data/suim_processed/masks/train_val/f_r_1587_.png,640,480,640,480,0,0|2|5|6,bit_threshold,0
train_val,f_r_1589_,data/suim_processed/images/train_val/f_r_1589_.jpg,data/suim_processed/masks/train_val/f_r_1589_.png,640,480,640,480,0,0|5,bit_threshold,0
train_val,f_r_1590_,data/suim_processed/images/train_val/f_r_1590_.jpg,data/suim_processed/masks/train_val/f_r_1590_.png,960,540,960,540,0,6|7,bit_threshold,0
train_val,f_r_1594_,data/suim_processed/images/train_val/f_r_1594_.jpg,data/suim_processed/masks/train_val/f_r_1594_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1595_,data/suim_processed/images/train_val/f_r_1595_.jpg,data/suim_processed/masks/train_val/f_r_1595_.png,960,540,960,540,0,0|2|5|6|7,bit_threshold,0
train_val,f_r_1599_,data/suim_processed/images/train_val/f_r_1599_.jpg,data/suim_processed/masks/train_val/f_r_1599_.png,640,480,640,480,0,6|7,bit_threshold,0
train_val,f_r_1604_,data/suim_processed/images/train_val/f_r_1604_.jpg,data/suim_processed/masks/train_val/f_r_1604_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0
train_val,f_r_1606_,data/suim_processed/images/train_val/f_r_1606_.jpg,data/suim_processed/masks/train_val/f_r_1606_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1607_,data/suim_processed/images/train_val/f_r_1607_.jpg,data/suim_processed/masks/train_val/f_r_1607_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1609_,data/suim_processed/images/train_val/f_r_1609_.jpg,data/suim_processed/masks/train_val/f_r_1609_.png,640,480,640,480,0,0|5|6|7,bit_threshold,0
train_val,f_r_160_,data/suim_processed/images/train_val/f_r_160_.jpg,data/suim_processed/masks/train_val/f_r_160_.png,640,480,640,480,0,0|5|6,bit_threshold,0
train_val,f_r_1615_,data/suim_processed/images/train_val/f_r_1615_.jpg,data/suim_processed/masks/train_val/f_r_1615_.png,640,480,640,480,0,5|6|7,bit_threshold,0
train_val,f_r_1616_,data/suim_processed/images/train_val/f_r_1616_.jpg,data/suim_processed/masks/train_val/f_r_1616_.png,640,480,640,480,0,0|6|7,bit_threshold,0
train_val,f_r_1617_,data/suim_processed/images/train_val/f_r_1617_.jpg,data/suim_processed/masks/train_val/f_r_1617_.png,640,480,640,480,0,0|6|7,bit_threshold,0
