sample_id,source_partition,source_image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,annotation_count,present_classes,pixels_class_0,pixels_class_1,pixels_class_2,pixels_class_3,pixels_class_4,pixels_class_5,pixels_class_6,pixels_class_7,admission_status,admission_reason,scene_group_id
uiis_train_001075,train,1075,data\uiis_raw\train\XL_1253.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001075.png,e8c5f66f4595b24d04ca4f110bb6ff1d70c56ec1fe690b74f36352ba3b32fa39,a5493354dd4388939a305bc28b9deed8392b945678c25a7ec05e2710a0b89435,640,480,6,0;5;6,71985,0,0,0,0,211073,24142,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001075
uiis_train_001096,train,1096,data\uiis_raw\train\XL_1274.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001096.png,f93f49dd4edb5158afbab778aa8012d3b17b21cec275a53340c5356d31f20993,613dd707615436173075e19dfabfbb07eb3435bf91846d820fadfa005188e66c,640,480,8,0;5;6,281005,0,0,0,0,9290,16905,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001096
uiis_train_001102,train,1102,data\uiis_raw\train\XL_128.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001102.png,b37564a4317aa480ed3f1e800a27ef849de6d58b6f98ac6974014b6ceeae9f55,c70f59e1d0caea225f59876d47b1e04a937bd5b045c5406aa97732c1c3e73177,640,480,1,0;5,276610,0,0,0,0,30590,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001102
uiis_train_001115,train,1115,data\uiis_raw\train\XL_1297.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001115.png,5a677e1f26b7c25b87b57c4e5f92b1aac18378c01028f445c87acae139c68501,1addb0d4b1a3b4ff605d726acde030e4c288a521e61efbaf756b72491f107342,640,480,1,0;5,258125,0,0,0,0,49075,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001115
uiis_train_001135,train,1135,data\uiis_raw\train\XL_1320.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001135.png,248275ad22492d4008fb641a22cc1f68184e60819ed4ef4f12da6c2d3466b04b,2dbf7bc1656fa4ca25b0f7d9ab87859810fcdab3bfefdbf24e6ddf0628cf42fc,640,480,5,0;5;6,225273,0,0,0,0,23276,58651,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001135
uiis_train_001142,train,1142,data\uiis_raw\train\XL_1327.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001142.png,a6b30b0019c34f115b2278ef849fc108fb366270c96f66f235c64333d0cb6ff5,da52193221b4f285423848faa4998e4770530edaf9fa0fc853a08c52d6c61dad,640,480,1,0;6,205652,0,0,0,0,0,101548,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001142
uiis_train_001153,train,1153,data\uiis_raw\train\XL_134.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001153.png,50dd4c02a0d6a2861857966a9dbc3694da13dfd2bd345d9756fa0d1d2d442bb0,4ba7e58dfb79b25881de879a7f2a3425e997f4e633d3eff10edb677a6a4e6c15,640,480,5,0;6,188331,0,0,0,0,0,118869,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001153
uiis_train_001179,train,1179,data\uiis_raw\train\XL_1369.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001179.png,2c7d3378598c4a7f9c0fe24042ad0a4ccc4c3e8b946c39ff9726f964f98cc03e,066feb1e1085e4143740f6f937fdbb670e59fc5ba5b44ab0f6866566117f8282,640,480,7,0;2;6;7,111624,0,4421,0,0,0,1906,189249,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001179
uiis_train_001187,train,1187,data\uiis_raw\train\XL_1379.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001187.png,9d1b2f2f2807bf874ca5aa10fb0a31f3ba2e4d7fb2e134b1e38e54a9b808621a,c4696a6a17b8bf1098c3a34b57553b0779e7551a20540c7cb37a9517cd38f4c1,640,480,5,0;5;6,164705,0,0,0,0,100653,41842,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001187
uiis_train_001201,train,1201,data\uiis_raw\train\XL_1395.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001201.png,f40ee2425a4c04fc61e6b5ceb56a1e1cf866c1bd6c27e0cc2370ebd35360d62c,a68a2fd925fc34265c0ec49df53d6d526c475ef99e8f2f19efd2cdb0aa48f6c3,640,480,9,0;5;6,228474,0,0,0,0,78326,400,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001201
uiis_train_001225,train,1225,data\uiis_raw\train\XL_142.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001225.png,f30c2f2f11a1f926dcab522424ca23c799954185f9fbaf7b70b128ebb2af62ef,385a9d0d7dff6672082599d3c985125cf1336757410e502bc3be207ad891f434,640,480,1,0;5,284985,0,0,0,0,22215,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001225
uiis_train_001235,train,1235,data\uiis_raw\train\XL_143.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001235.png,a52dd50f60c53a38dd3f00b07880f7c686c1cea8529863f3fba6e07ea7052189,e7042ec8dbe5d08c94296eadcbcd41a1cdc3e102cccfad8ece368383e494ec93,640,480,1,0;6,304686,0,0,0,0,0,2514,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000003
uiis_train_001239,train,1239,data\uiis_raw\train\XL_1433.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001239.png,877bcb031df47f5b95f40c4f72b7b9848184f1473b4095f2f1f7c5945fe5b25f,83878f825f59bb6743cbe679b6c4436a25633a303ef5208bac538e1995f4ce26,640,480,1,0;5,196806,0,0,0,0,110394,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001239
uiis_train_001241,train,1241,data\uiis_raw\train\XL_1435.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001241.png,cfb4b47fa5135c831ceb9ce4328ec56ba9e19cd0e6f81d483d513595c749c64f,525445d01a16f86e9b0a592b5838ddb26fcb67eccdc3f072fc92530e65750c3d,640,480,2,0;6;7,172135,0,0,0,0,0,27270,107795,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001241
uiis_train_001267,train,1267,data\uiis_raw\train\XL_146.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001267.png,26f85bc1d029ab9eddf12a41152f78ff87d58007f1902afeb0f3446db596810e,53beb14be088c38ed1eb21f21180ed656d745a591fbfaafb02cc0920f3f805be,640,480,3,0;2,70856,0,236344,0,0,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001267
uiis_train_001271,train,1271,data\uiis_raw\train\XL_1465.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001271.png,13d4f1873b934395542d1a0c5a61d62827ac048a0418e74826a513dd4de7c5b0,e85ea3323ed2d32b092129c6db46cace0a5aeb7e3f8e72974ad5888f7209cb60,640,480,1,0;2,181817,0,125383,0,0,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000260
uiis_train_001309,train,1309,data\uiis_raw\train\XL_1510.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001309.png,31697431db6b37690a5475c0cb9981b327d30098c3c892c397779a269d7c6b66,e4a1bb871ef69f7b9196da8ac82fbde4f0c6879449d3af80daa0b8c3b18e9975,640,480,4,0;6;7,150879,0,0,0,0,0,878,155443,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001309
uiis_train_001319,train,1319,data\uiis_raw\train\XL_152.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001319.png,bf2e5d5778fad84673afdee53159c02e47b29b7dd9ea94fc272d6cb90941a11a,9db86c2badbfef8e14e452f68d36b3db975223b8089be421ea8544c7044cb7df,640,480,2,0;2,164810,0,142390,0,0,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001319
uiis_train_001321,train,1321,data\uiis_raw\train\XL_1523.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001321.png,d09a40f20da7226c14bd2f795bc2403843290457b555ce2442f4d9e3a0c8a3fe,4f361d28466672820531e73574fec94ff01d1eaf80d9ba3a40426311a5867cb5,640,480,1,0;7,138035,0,0,0,0,0,0,169165,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001321
uiis_train_001322,train,1322,data\uiis_raw\train\XL_1524.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001322.png,3bc0f800d51078ccf44272790fce59557b46bbea33c8bbbb5dbfbcf1be4529ae,9558b5777e0b817163b6018dd23078836463a2e9254fb6da147a0c9c2701e33c,640,480,7,0;2;5;6;7,175588,0,39097,0,0,43236,2904,46375,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001322
uiis_train_001338,train,1338,data\uiis_raw\train\XL_1610.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001338.png,f94fc163be30378fdeec177f9f600f3ab2d47670817561b725c09845070d7392,d21d9336ceb0b26c5ebea79edbe7acaa2a8990098bece92f7320800c40251a92,640,480,1,0;7,80294,0,0,0,0,0,0,226906,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001338
uiis_train_001352,train,1352,data\uiis_raw\train\XL_1625.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001352.png,46573e136deee611a54e245547f876ed51f3ae1ac23c02d76c706d436ea7377a,792574fe52d70d3cacc9c2008cfe4ce22bdb79c7047b98144ee8eb8c46033a5c,640,480,7,0;2;5;7,178159,0,12772,0,0,1907,0,114362,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001352
uiis_train_001371,train,1371,data\uiis_raw\train\XL_1648.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001371.png,0afd34f8c62ba4760a271d53c84ab0f627b2b617ca67d78a362640e34ba686d8,367414ac73923e107ab123f3fd5b6c9abbe4c52144afd4ef9a177b4fa47ae4b3,640,480,1,0;5,197656,0,0,0,0,109544,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001371
uiis_train_001375,train,1375,data\uiis_raw\train\XL_1652.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001375.png,84b48e8ccfcc79081efd0c089027e27d867aa5bd89107cd6a20caa9e5d819f59,7f1d04548ea32dd38946de0eb893a03d81316e4209e64d4f45fffadbee670c1c,640,480,11,0;5;6,279146,0,0,0,0,20629,7425,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001375
uiis_train_001380,train,1380,data\uiis_raw\train\XL_1658.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001380.png,183826e2d321cb6ddb7dc03048d72d5592f514d31c3e1bfbb4c92a1bccaecf47,8a80cdfb5612b9f73f21c3a26f1a8272b6362fd5a5c0f89fa066dc1173aa63e8,640,480,2,0;2;7,222976,0,5237,0,0,0,0,78987,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001380
uiis_train_001381,train,1381,data\uiis_raw\train\XL_1659.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001381.png,b5a3935e589bfffd0eb406ad83facec34c81f6a1b2a60a92361ae6599eb622b7,041dcfab0bd837825297add8eed3d53e122cb52ad713117b09703fc72c536356,640,480,5,0;5;6,253420,0,0,0,0,40875,12905,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001381
uiis_train_001388,train,1388,data\uiis_raw\train\XL_1667.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001388.png,216734cdcab0212953684b4ec7e2dea9e6f9e8bdb04876259438dbc5fad97151,edc78d8abdf53cdd74cb286e55c54ba66ae162dd27e70d88bab1adec0f1c7362,640,480,5,0;2;6;7,159916,0,7619,0,0,0,3667,135998,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001388
uiis_train_001389,train,1389,data\uiis_raw\train\XL_1668.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001389.png,02221789c95c768e4775c99933552c2bbb386cb031d1324456fd90e150554062,49483890f1738027f2515b1ea225f277430c103a2dffb454277ccd24d1989699,640,480,1,0;6,222247,0,0,0,0,0,84953,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001389
uiis_train_001391,train,1391,data\uiis_raw\train\XL_167.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001391.png,641c97ba46955ed66c94cf967533eb098c189d542582ae5e75923e34f08d6c3e,873f9636851f436ec0751fb683eaa5a34167e0cf20597a539162425b626b5824,640,480,3,0;2;6,212912,0,92918,0,0,0,1370,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000692
uiis_train_001409,train,1409,data\uiis_raw\train\XL_1689.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001409.png,96b8a6d8ed26f29492b378fd65303d1416aac5260a1e43ba6c568814fe65d687,404478994fb3af4f09fc5d0a63fb66a49f8a3453320159c06ea8de031c091eec,640,480,2,0;6;7,156257,0,0,0,0,0,102473,48470,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001409
uiis_train_001415,train,1415,data\uiis_raw\train\XL_1697.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001415.png,5e54056f361c301d0f5b9250649bc596f49efbea498437531cf4438cc6ef4033,9343bffe616afba2edb4524623b1552d5dd40653a80145344657cfba7c372df7,640,480,2,0;6,206968,0,0,0,0,0,100232,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001415
uiis_train_001416,train,1416,data\uiis_raw\train\XL_1698.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001416.png,972bdba5baa094db32694480634a43f49a240c11c84367b77b7fb36d1c78a86b,dd6d24078aef1c4aaa04065f62eda0745da4869c97a8fa6cc2599dd146032b37,640,480,3,0;5;6,217254,0,0,0,0,42831,47115,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001416
uiis_train_001422,train,1422,data\uiis_raw\train\XL_1706.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001422.png,9ef6f3de9c063584db9778154a3f80eee5b7346db75789b14af9fc40df64d8bd,6e861f26dbd86c2ddc1d423ba4fbdf5c3537b1bcd72fdfcdf89e6198ff5537c0,640,480,5,0;5;7,245193,0,0,0,0,9620,0,52387,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001422
uiis_train_001426,train,1426,data\uiis_raw\train\XL_171.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001426.png,9aba8b961f871becfc8cb91fd5f4a41554fde23700a7ca1dabb856ba49d73dec,18e32651443eb412c4389e1dc0ff6ab5e0bb14ad47cc20f764e52ee91497a663,640,480,7,0;5;6,284127,0,0,0,0,18001,5072,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001426
uiis_train_001435,train,1435,data\uiis_raw\train\XL_1718.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001435.png,60323738283f099a50a7182d8b68b1efe39de725df5a4cd6937a7c7ff69e4240,4125b345fd0d990efef35f89777d57f6b327a699406368221cc6b4d7c35d260f,640,480,3,0;1;4,196693,59736,0,0,50771,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001435
uiis_train_001440,train,1440,data\uiis_raw\train\XL_1726.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001440.png,b58121584fcc299a9e0e6db82930917f1e7bb3e649031e476d52fe8c6d4bfdc7,8022e368f882a858a319198f734efe2882ba2fcf2b1d0a44cafd03eb3d0bc853,640,480,1,0;6,201650,0,0,0,0,0,105550,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001440
uiis_train_001445,train,1445,data\uiis_raw\train\XL_1730.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001445.png,621384d3329ecd2effde4c0e5907ea388421e8c66da9afeed2c251ddded4314d,8e32a93b522ef44547509d29e32c7ef7dd4af42fb8541e78763e4a667ffd76ee,640,480,2,0;5,95728,0,0,0,0,211472,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001445
uiis_train_001460,train,1460,data\uiis_raw\train\XL_1749.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001460.png,aa1f851706f3f67dccef8ed1e52f8c62738b911b9cf76cee34a0f5441ea56c7f,33c92fce885bc989d2ab206b0993b107db108a59c271f85812d2f351115b8acb,640,480,1,0;6,216230,0,0,0,0,0,90970,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001460
uiis_train_001462,train,1462,data\uiis_raw\train\XL_1751.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001462.png,330d4de4bbb395dc5c5c22a6dbbb3345a06353b2f69f6581c60b3c01ef24075f,2abce61f42cfed73ac50051b4fd4e10423e6feb9690175c4828c509865c48b68,640,480,2,0;5,179709,0,0,0,0,127491,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001462
uiis_train_001477,train,1477,data\uiis_raw\train\XL_1767.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001477.png,11b0540d919cb21b84bd69b005abe8e450884a70acaece1f68c8b59d690c1229,6d166b3dc75f67f04e4aef1edd97aaacbd6d08a8fa72f7dd818a77739a7819af,640,480,9,0;6,298493,0,0,0,0,0,8707,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001477
uiis_train_001485,train,1485,data\uiis_raw\train\XL_1777.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001485.png,f01cb32a4c67a85465f6ca825df4926ca0517f5ac3124e5ad85757ae2c36ea12,8d7926593af9aa1fb6b86d3d70d32d0c76cf05b317c65378eeb947df1f9192c0,640,480,3,0;1,236807,70393,0,0,0,0,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001485
uiis_train_001490,train,1490,data\uiis_raw\train\XL_1781.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001490.png,a926872f133682faee8cc8aa642c8400d16a3003cf6a8f6ca45a69f03b2c1bfc,f8beed484097b4755a2f0b4326a9db76d78899b1381a40a275a0ca5c988ce476,640,480,1,0;6,246027,0,0,0,0,0,61173,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001490
uiis_train_001525,train,1525,data\uiis_raw\train\XL_182.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001525.png,a2326b66962c73e2e0babeed027f847f806cbea69945364c02082e3b22f5a7a1,0118906f05a9881b7aa8366c66d54aadf273f60dd73485a5564b16f66af631fe,640,480,2,0;2;6,84408,0,219697,0,0,0,3095,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001525
uiis_train_001543,train,1543,data\uiis_raw\train\XL_1839.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001543.png,8ef85225983014ddc36654d463208f29ddb61f473225c1d9d8afd066cc83a64e,2af93b855f9756ff023969814439139ee00a5e5bd79b88bfdc487fd526e6ce6a,640,480,2,0;5;6,211515,0,0,0,0,33916,61769,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000717
uiis_train_001544,train,1544,data\uiis_raw\train\XL_184.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001544.png,a36b3531067f3ac21dee70e0b1be73ff76328a08c74f23e9856888b22308fd2a,a452ccc95b6b066bb1d7d3bd0fc1ac4768ca23fde8acb9ea341a810091793aa1,640,480,5,0;2;5;6,129237,0,93433,0,0,49249,35281,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001544
uiis_train_001549,train,1549,data\uiis_raw\train\XL_1844.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001549.png,1b86ef7c5662ae21a27da7c7fd1f0d14c3baf22814fe603405b221f331c6b848,fe92ee7693e19113a4a62dd51aa8ec77a80b5655fd717cace2e4d50ebde89bc5,640,480,1,0;6,302053,0,0,0,0,0,5147,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000225
uiis_train_001556,train,1556,data\uiis_raw\train\XL_1853.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001556.png,c34cd2b690a7583b151dc07ecfe202a56778143bd4deb5627ffd288a0c7a7c9b,7ab110291b8812f532339128cacdeb32c838d88ae0ebf9abdf090fa97badf8be,640,480,1,0;6,188980,0,0,0,0,0,118220,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000158
uiis_train_001557,train,1557,data\uiis_raw\train\XL_1854.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001557.png,7294a7fe4c39c088d719ffb9c22c28ab79662c17bf1715c2f2d33a08f7ec5a9f,8af07140ef77166c97f4176827a9c5aa9e4072d20afc76af03258051e5516bad,640,480,3,0;5;6,214192,0,0,0,0,91725,1283,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000692
uiis_train_001585,train,1585,data\uiis_raw\train\XL_189.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001585.png,6d2f084c5b539cb31c82a7b5770e6577939e8a83625d12f2ed63718028cdb1b1,91c8849d424dcf6a1a15e178868f5614493f3c7b62a7200ed7c31d64c805855f,640,480,6,0;1;2;5;6,264097,5601,9583,0,0,20430,7489,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001585
uiis_train_001592,train,1592,data\uiis_raw\train\XL_1904.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001592.png,3372fdc52213d804ccc4f5d2268d07ad24a7bdae1d16d46124e16256cb3be705,b3feee87ebe59a2b6b895e9f4d36cb5d73c8597feb5af306cfe4c0b35784e741,640,480,8,0;5;6,96619,0,0,0,0,208372,2209,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001525
uiis_train_001602,train,1602,data\uiis_raw\train\XL_1915.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001602.png,4f023c5684b8bbcafbc72559369e68fa4d5f7f7b7e0561883837e5ac89d0064b,ad215ba9b344f90c3b5034ba01e88fe7ffee6de32d797b5437b972321b2fe6a0,640,480,4,0;2;6,236733,0,32194,0,0,0,38273,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001602
uiis_train_001620,train,1620,data\uiis_raw\train\XL_1932.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001620.png,018c2b12aa32ce91bc171161c8a0a35b92e8df28b4556b775a7ebefb5b6c8bb9,a0ef6b66d3fbbada3c8aa8e7b87a57cdea4c7aa67e696c18568fa4f28e138a24,640,480,5,0;2;7,19821,0,26819,0,0,0,0,260560,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001620
uiis_train_001628,train,1628,data\uiis_raw\train\XL_1946.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001628.png,9395b513a94fd26f801dd4de97a7f9700fe94f605e4da8c3f5504376c9db39cf,8ed949603a9f4b37bb992dfdfcd40347cd8f8de35ff153a9acc0fea611a5c9db,640,480,1,0;5,234162,0,0,0,0,73038,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001628
uiis_train_001637,train,1637,data\uiis_raw\train\XL_1955.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001637.png,1acd8a4e5970ddceef8d51bd24d79c0b3a6c38cd463735de326a732efeb227bc,a70f96955e6120180ea4bba0b7875649231f2bb47b9b90541a641e7b6dd3c5a7,640,480,3,0;5;6,56822,0,0,0,0,196752,53626,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000386
uiis_train_001640,train,1640,data\uiis_raw\train\XL_1958.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001640.png,de1bd1f8f278ee349bb98c95b923804bd76b2ef784bc1479dc5c5b794d325a7b,7e07b163b079ed4b621fd061dcdbf43409f6c7b0813117cbd7dfe77dd9501c59,640,480,4,0;5;6,290996,0,0,0,0,13263,2941,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001640
uiis_train_001642,train,1642,data\uiis_raw\train\XL_196.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001642.png,f376e94429de3bd41f09acb67cc68396118019ab90b2fe5823b23b41676ed4c0,63ff6375f2386e0cace5394a20691aa6c819e126963202cc8c7de535828703e5,640,480,4,0;5;6,47177,0,0,0,0,208625,51398,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001642
uiis_train_001643,train,1643,data\uiis_raw\train\XL_1960.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001643.png,358658eb12a77971b16d5c25faa2272f3e6aba0e80404b7b2da8c1307968477c,7bd0860c503ba4f60e449ba551430e8f0cb66c93eafc9b14e75c34056093c4ef,640,480,5,0;5;6,150363,0,0,0,0,155960,877,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001643
uiis_train_001649,train,1649,data\uiis_raw\train\XL_1966.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001649.png,236ebeeb838ac395df0e44f099d69030bf449397a82e593c431476cc74f455eb,48db54c09bd7fcdade8ee8b041e1a9160b09bced567a1a950df0d5123706d663,640,480,11,0;2;5;6;7,112349,0,112690,0,0,41623,688,39850,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001649
uiis_train_001654,train,1654,data\uiis_raw\train\XL_1973.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001654.png,d90686e4da87ae46add52d79756d436ff3d3dfeb25e328a927f48f03dcb8724e,9aa6801db0c8bd51253a2614d3749552edef453cfb88c2210802644cb5942df6,640,480,1,0;6,224619,0,0,0,0,0,82581,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001654
uiis_train_001674,train,1674,data\uiis_raw\train\XL_1995.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001674.png,c9ef762a025a54f2545c9efc5693fd5b5f917ba03418be0966d3f48344c41443,045b10cc2fbe821c413ea556eec19602e4e937f25643f3506c6bf68e5b054a79,640,480,4,0;5,216226,0,0,0,0,90974,0,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_000343
uiis_train_001689,train,1689,data\uiis_raw\train\XL_2008.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001689.png,9bf691a34c502e6bea6f24d39f89db01c811738549e08a9b1ee66280f658a639,4d999d4def1f019149be636fc16176175803a623f96966e87fc5054239b885b0,640,480,11,0;5;6,154554,0,0,0,0,32688,119958,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001689
uiis_train_001693,train,1693,data\uiis_raw\train\XL_2011.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001693.png,558ab7c00b6da3d3ea64e5e686cb1ecb364863584e5f5276d7146574ab25d03e,3b47f19b1935c7f6dfff2e902b1919760884739da3413e237c6c8e8dea63f739,640,480,8,0;5;6,235873,0,0,0,0,69521,1806,0,include,cleared_suim_overlap_and_exact_duplicate_screen,uiis_scene:uiis_train_001693
