sample_id,source_partition,source_image_id,image_path,mask_path,image_sha256,mask_sha256,width,height,annotation_count,present_classes,pixels_class_0,pixels_class_1,pixels_class_2,pixels_class_3,pixels_class_4,pixels_class_5,pixels_class_6,pixels_class_7
uiis_train_001042,train,1042,data\uiis_raw\train\XL_122.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001042.png,81fe7921b982ad277f672fc15b8f8b2eb65d6521fa6ad6ade81257c7fabacac5,f2c31c6e6531e851abdcfad271c4a57c7a9c6ac2441e73ba13b276f7e851ecde,640,480,2,0;5,291939,0,0,0,0,15261,0,0
uiis_train_001043,train,1043,data\uiis_raw\train\XL_1220.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001043.png,6467ecc3247e6bc7ea8cc8768f8054320e88fc58c10c4aa3f83d76d0f2ec0eb5,da3836ffebddd3b517fce4a1e3d460f47e57cb5a984ff5144be46a261bfca894,640,480,7,0;5,221926,0,0,0,0,85274,0,0
uiis_train_001044,train,1044,data\uiis_raw\train\XL_1221.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001044.png,35e181feb57af6b06901ae74f2c4c5595df49657c3c870066e006d67b5628bf8,f60a8f5612d4bbac597aa7d63fdd5671234e5c062ca0193a76ab29b7a6c3606f,640,480,1,0;6,162313,0,0,0,0,0,144887,0
uiis_train_001045,train,1045,data\uiis_raw\train\XL_1222.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001045.png,aea512b5917c89c7dbe232b41cd9d6140ab6c38359c1ddff4e6536461c865f72,980f261252c479a270189b8faa9bd9dd8f9230f243d48e689e7d6e8af366b6f0,640,480,3,0;2;6;7,257317,0,8138,0,0,0,15104,26641
uiis_train_001046,train,1046,data\uiis_raw\train\XL_1223.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001046.png,7d572034f7125aca84db301076758b3725f96afa907e782f5f4aa2c839647e5d,838c14f8cf0e3155ec8975add49af911f17b03b973072b4d7d5603a3d059494e,640,480,2,0;1;4,167986,79727,0,0,59487,0,0,0
uiis_train_001047,train,1047,data\uiis_raw\train\XL_1224.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001047.png,2113e6748505df7b1b64e4c06e56ebeaf0facd69110dc0018a0bfb6230546ce2,5fc472fefd178343766523805530a1192cbdc35f109704f41ae0362900cdc8f6,640,480,1,0;6,274112,0,0,0,0,0,33088,0
uiis_train_001048,train,1048,data\uiis_raw\train\XL_1226.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001048.png,3d112d4b2234f9c89c321bfb9374202aef8eedbb3098e06873a132b655920344,7b592ab24b3d3daf9481da8280d938f1c23e02d91cad08935c60eb17fb007687,640,480,5,0;5;6,266596,0,0,0,0,19712,20892,0
uiis_train_001049,train,1049,data\uiis_raw\train\XL_1227.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001049.png,717a5e68878f7b0bf803687dda4fe6bc8b683be00c11ad8782523aeab9728cf6,8eacdbe2e3bb7f824d25308ce059895f87a35599be268b8157faad2cb417fda0,640,480,2,0;5;6,48806,0,0,0,0,214886,43508,0
uiis_train_001050,train,1050,data\uiis_raw\train\XL_1228.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001050.png,97fbc1af02ee6a2e6bd686ab64d4a3f85a3c7a5ac87b141cc6ee2ddd67d52efb,5d97b1b7a71d17190550b23e1a5d102dab16fed4b6938a3a5bdb0c4451de3e4f,640,480,5,0;5;6,244189,0,0,0,0,60564,2447,0
uiis_train_001051,train,1051,data\uiis_raw\train\XL_1229.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001051.png,43549d9eaec3d4af2a4f21ac9f4251070f2e228f7b4f964d6ad88f01ca61271e,209d2ebc358ba49eef6a3ca9b78e7b9189049df3591ffc3f7ddb3de5e262bc5d,640,480,7,0;6,169507,0,0,0,0,0,137693,0
uiis_train_001052,train,1052,data\uiis_raw\train\XL_1230.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001052.png,c0100ac7e112f5b761280597705b6a93e69154a59c76388aaeb8b2e5db3dfd89,0598aeaba60a94fe918f383cd3000f926ae6a4c3a58aa31a2bf4dd730e62a89c,640,480,2,0;5,227968,0,0,0,0,79232,0,0
uiis_train_001053,train,1053,data\uiis_raw\train\XL_1231.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001053.png,06e874262b37d9513b32780f8c7e3092d5a79a12efabc8b3d1ad32c3c5e56134,3882778f38ebd84a02ac278c859c5975a95fbd24d168fd2ace07dda615838595,640,480,1,0;5,194735,0,0,0,0,112465,0,0
uiis_train_001054,train,1054,data\uiis_raw\train\XL_1232.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001054.png,338ac7c6b33163648356b75476626e7ea882daa841a3688bebf2130481323b3f,067edc2518d5ebefcc5b59ef09009f8296b88d2542bf429b8d224a78e3088cc7,640,480,7,0;5,182500,0,0,0,0,124700,0,0
uiis_train_001055,train,1055,data\uiis_raw\train\XL_1233.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001055.png,d65cfc06b317db90d3414b7ca0541de2ff8fe857651af23e217862959e7473f5,8892b45335fba05c6c5a3e49d5cba8cb9208554d89985bdae0258e4a904ca7a6,640,480,1,0;6,270528,0,0,0,0,0,36672,0
uiis_train_001056,train,1056,data\uiis_raw\train\XL_1234.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001056.png,bb774559243a4f2d8491ca5e6fd1c343845ecbfb81b7130fd4eaef5b5379a3f1,6efe542a5d90a9d98834d0da9510ac1b36fb5b9926a87a77b0c3052a784ab425,640,480,1,0;5,269623,0,0,0,0,37577,0,0
uiis_train_001057,train,1057,data\uiis_raw\train\XL_1235.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001057.png,6d7afb93ed73d4d2c8cc5d9bb35313eaf62d99ca36cdb76b0d55a508b990ce5a,e473d6808bdd93a69a083a60c1787484cd7f2299181473c65913e1ad2f40eec7,640,480,1,0;5,91435,0,0,0,0,215765,0,0
uiis_train_001058,train,1058,data\uiis_raw\train\XL_1236.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001058.png,4f74a2cae1d64a8263efabf3aea673ed6d8210ca77c6d5a7c17b1817692f3aa4,6bde722e0b6ac2b01c5dc9ccc7d369fca323ef8ead13f72c20aa927eff9e6bb4,640,480,6,0;5;6,212727,0,0,0,0,64994,29479,0
uiis_train_001059,train,1059,data\uiis_raw\train\XL_1237.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001059.png,20f94269b17139fa6d4e029d548a804ef241f5b771ba2b5c4c04e710baf7ba84,aa7f41bb5e8cb40bf2181b69b8eb91a662b7423b387349eadf427718a6671473,640,480,1,0;5,201611,0,0,0,0,105589,0,0
uiis_train_001060,train,1060,data\uiis_raw\train\XL_1238.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001060.png,bb838c19b5ded7c1c40e8d41068d0cbc19053ebe33adb9f44bdcc51ca101d28b,fe1d1ed62a5aa62b2cbffda075330506d8b12227290c99975f7cc55577c99099,640,480,24,0;6,168621,0,0,0,0,0,138579,0
uiis_train_001061,train,1061,data\uiis_raw\train\XL_1239.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001061.png,67073a23573a5f1032ece29757c28d12d3454dbe2366efaf22edf958f8b49dd8,34a45bf6276e8f926cbf6adaa53bcd1190f87b1488a49603fd7ff508404b76af,640,480,1,0;6,271755,0,0,0,0,0,35445,0
uiis_train_001062,train,1062,data\uiis_raw\train\XL_124.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001062.png,7f4daf17e2cdbe018916b9ad94296c9456895b80ba4e2b43d8a1fc911c811f24,5f1cf08a86dd1fb2d0147275a86a345811ec7223f4ebeb5162f2e011a07406be,640,480,3,0;5;6,178708,0,0,0,0,49505,78987,0
uiis_train_001063,train,1063,data\uiis_raw\train\XL_1240.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001063.png,72c6adb948b9ff91be37c7826b847cd6470c0cafc65a4251503e460163b571df,66cf8f5405e56994b5894551ed2b4ca197c5a7e7a0b94ce2c8d0ae4502a7e6e5,640,480,1,0;5,231021,0,0,0,0,76179,0,0
uiis_train_001064,train,1064,data\uiis_raw\train\XL_1242.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001064.png,c1dc3f1ca0fb6e92d5f5d24563942eb3ed30081c9d0ac524fff044861d266ac8,ef70c7e2fba251b25f7ebe7ade2c720bd726f8cada485320b03868e67439537c,640,480,4,0;1;3;4,238580,16544,0,47062,5014,0,0,0
uiis_train_001065,train,1065,data\uiis_raw\train\XL_1243.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001065.png,079532059d85783d0d6857194182d5fc8d58d9a471deceb4426a0058cf397e83,d790c3beb90c76d2eaaba51ead3398b09dd98716987c6c9cb2b55fc7c259ecf4,640,480,8,0;2;5;6;7,97956,0,1394,0,0,195594,3141,9115
uiis_train_001066,train,1066,data\uiis_raw\train\XL_1244.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001066.png,45c5ffeca2522567238c61715adb0650339b6d96e48e229ec16b118389d1d3bc,b214c38bedcac67df74510ce4eff1db075bc5830caf3c9b8a197739df01d9eeb,640,480,2,0;2;6,112359,0,5122,0,0,0,189719,0
uiis_train_001067,train,1067,data\uiis_raw\train\XL_1246.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001067.png,175027c2ad597f0d98759f03acbcdfd296892419a98cff2b5a0acb338658fbd7,161d607aa0b660a7444e69072ba0ef13bf5f68fc9ed1dd55dcd8f351ac3546f1,640,480,1,0;6,188652,0,0,0,0,0,118548,0
uiis_train_001068,train,1068,data\uiis_raw\train\XL_1247.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001068.png,bafb10f819ca9f8eece9777955973fd1060d0ed610093055aec9a91830ef2557,0eb63677b3e8613eff9265b20f5dcc29d1b98943ff01a14af4ab09753be68f31,640,480,2,0;5;6,56578,0,0,0,0,249848,774,0
uiis_train_001069,train,1069,data\uiis_raw\train\XL_1248.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001069.png,262b0f838e27ab41bd82e6bebaaeaee2f4501e11f8b421eb6c8fa7fc15a7956d,ad9be4052b21aa82a120216ad76f09e143e15e516a148d1da1129dd7755fe82a,640,480,9,0;5,244916,0,0,0,0,62284,0,0
uiis_train_001070,train,1070,data\uiis_raw\train\XL_1249.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001070.png,90c97f89803cfb57798106590a2fdbc5909fecf1502dbcc437a3019dd651b904,b3acaeb79e3d8df323b0996ab81e3e5672f1923c8d1a7d4d588c2857b1a586b3,640,480,6,0;2;5;6,51723,0,37416,0,0,217025,1036,0
uiis_train_001071,train,1071,data\uiis_raw\train\XL_125.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001071.png,c10acb209d35fb2627d329aa5e3e712db39eea94a271eeb8ac9e474258ca9668,b804d1a13f216c0478439a7ea81fa5c0a4a3bf7ccc7d383c9d77204bbce3e484,640,480,1,0;5,199019,0,0,0,0,108181,0,0
uiis_train_001072,train,1072,data\uiis_raw\train\XL_1250.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001072.png,e226055638ca51d220d3db516f3bc8a48bef9283247b082b8879da6608ba5f02,ecba5a50654a97fba40b8417bcaf568717d83b08ae06489e7d998ff41e8ec6ff,640,480,35,0;6;7,174471,0,0,0,0,0,47867,84862
uiis_train_001073,train,1073,data\uiis_raw\train\XL_1251.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001073.png,94d2bb3d58fa6225047fe11537f2dd230f22bd76fb0cb3c8eca4ac1a66410b7d,fac97fe0fc9da573a78ad0bfbdadf04a2c8825512a58ec889eeb9fc20f13ef24,640,480,11,0;5;6,155869,0,0,0,0,36366,114965,0
uiis_train_001074,train,1074,data\uiis_raw\train\XL_1252.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001074.png,6706d6f53d21687dfa7645be41ece59570a9bdebadb835e63987c42c318b9692,08a912945fee650803d69e709619f2aeaed9fdc5deecee2d514d9c73c9f84e98,640,480,5,0;6,263204,0,0,0,0,0,43996,0
uiis_train_001075,train,1075,data\uiis_raw\train\XL_1253.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001075.png,e8c5f66f4595b24d04ca4f110bb6ff1d70c56ec1fe690b74f36352ba3b32fa39,a5493354dd4388939a305bc28b9deed8392b945678c25a7ec05e2710a0b89435,640,480,6,0;5;6,71985,0,0,0,0,211073,24142,0
uiis_train_001076,train,1076,data\uiis_raw\train\XL_1254.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001076.png,278d8aeb8016583ff1ad7f65f0efe40c4704b76351f833af48996fe1f0b9389a,e07463f0206a2403216cfe25bd3ab95bf05f3215413ecfcea21979e047da9836,640,480,2,0;5;6,294039,0,0,0,0,10909,2252,0
uiis_train_001077,train,1077,data\uiis_raw\train\XL_1256.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001077.png,95747b1c645a96b02b3de38b232fe1d5f30676c2e32ce69ab167be1131aff50b,8eb94cbdde5f19a2afd3a925eadef3b04cff256706ea919cf2fd3ad85373577c,640,480,6,0;5,133766,0,0,0,0,173434,0,0
uiis_train_001078,train,1078,data\uiis_raw\train\XL_1257.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001078.png,6f08001e064d426fe9c10f8cb0edfb95d2752f671d92a29a3f22163f75af4525,74a53f1894ac6821b0d5ab40d64f9ac3d0db913eb606ae01e95b7bb7ac66ab2c,640,480,2,0;5;6,218857,0,0,0,0,21521,66822,0
uiis_train_001079,train,1079,data\uiis_raw\train\XL_1258.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001079.png,d45e4fd12cb422d6879bfa3805167dd3dca4b3317e2ecdfd89a73d72578c58b6,44efe8c0f0c9dae818c3fcb54e79a0db5932fb9407a4a78e3c8b957a743cc304,640,480,2,0;6,168259,0,0,0,0,0,138941,0
uiis_train_001080,train,1080,data\uiis_raw\train\XL_1259.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001080.png,fd73d6042945a1127304c999a0879081146c72cd5dec6fa12d600a92de26c0e8,16cf9c6ffa48247263ecccd1b0934b853c0c0a6aa64ed33b1795766e2ad5704e,640,480,2,0;5;6,164015,0,0,0,0,35863,107322,0
uiis_train_001081,train,1081,data\uiis_raw\train\XL_126.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001081.png,56ebfe444548f61d3cd36a0c8b51cb1a960720bb286cf6ab5b5e9394587b1ca5,a4cd22bc544a2c5cb087bdb406f256a2edd51878b0701a8a25b489f78d566fae,640,480,2,0;6,198248,0,0,0,0,0,108952,0
uiis_train_001082,train,1082,data\uiis_raw\train\XL_1260.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001082.png,a0600808b53737375c417aba21a933aa244ef761b91273481c891a6d6bc495dd,775e2d5b3f602f2146d9811633aa8c7473e8483220bd269aa822f3356b97ba4a,640,480,3,0;5;6,13101,0,0,0,0,275282,18817,0
uiis_train_001083,train,1083,data\uiis_raw\train\XL_1261.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001083.png,1c83b2b086d436ac35768aae9a3fe2a7864f34b175b6a7dac0e2c7148a6fe419,f4046f7111f3e48f74e831cb40c0571c7cb3f77183596281d98112f80fb252bc,640,480,3,0;5;6;7,28893,0,0,0,0,118547,2238,157522
uiis_train_001084,train,1084,data\uiis_raw\train\XL_1262.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001084.png,95abfe00fe6203884709e7ba65a354619779c03ee14e5473cdfd17993f7faed3,571f4758ec1f9db67b58a73fe50a2ac8c5d4fe7ddf3f24483053679196a0c235,640,480,13,0;2;5;6,230069,0,18601,0,0,51546,6984,0
uiis_train_001085,train,1085,data\uiis_raw\train\XL_1263.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001085.png,007526fc50231e35db2a53c91bfeea89d046a513a4c9579dc6f924aa2594cb2a,ecd9788fc6c93b1d24649d39bf46c57bcfffc76830b1625d13f3578948d81eff,640,480,21,0;5;6,239390,0,0,0,0,42518,25292,0
uiis_train_001086,train,1086,data\uiis_raw\train\XL_1264.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001086.png,ad6e8bc715179db38642892fdbe504f3230a1e10da213024e34ef6ae9a014ea8,4c7295b94f472bc4536c6cee8fe9fba119b953db7077367e5802565d17ca2f0f,640,480,10,0;2;5,186551,0,33615,0,0,87034,0,0
uiis_train_001087,train,1087,data\uiis_raw\train\XL_1265.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001087.png,b610f99678e6d726f62f14f87f5290d9caf7a217eafb01fa903a10ce2d695786,b1274b4e158f0d18d5309013a1c15704a576ffdf1b6379f3ca669e1fe5761448,640,480,53,0;2;6,245584,0,8396,0,0,0,53220,0
uiis_train_001088,train,1088,data\uiis_raw\train\XL_1266.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001088.png,2ba45c7dd9c7fc9e174eb039af09c2a9f5fe05dacdb35d670f633cf51de7c3d6,d7e63a7a9ae04929904f05376116df1d2008cadc21d93938230b1e344c8ff1a4,640,480,1,0;5,233578,0,0,0,0,73622,0,0
uiis_train_001089,train,1089,data\uiis_raw\train\XL_1267.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001089.png,72dda4e8322b394366fe6ff06cbaab6315505c65f7770e9d5a3b53a06c911845,4a7aa0a6dc664f78384ae5621500991299f78e232da23eb03269285c0d58449d,640,480,2,0;5,209277,0,0,0,0,97923,0,0
uiis_train_001090,train,1090,data\uiis_raw\train\XL_1268.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001090.png,e08c3221beba3e3a60cb796b477f2bda0b8d1273218a124e05749015aad2f22f,078f9f1c028383b3a87982dbd81515a174512ed09b21375d9909fb4320d2fee8,640,480,2,0;2;5,222690,0,71842,0,0,12668,0,0
uiis_train_001091,train,1091,data\uiis_raw\train\XL_1269.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001091.png,2ca3ff4fb57caeeabfec3ca2e3e85ba0359a3ccc956ae0d9c9c8d446e9fe789f,b6ed7d0b4668616d14a278f95c164034c384bcd6f56290d2bfef0bbe218e7bbb,640,480,6,0;5;6,204680,0,0,0,0,99075,3445,0
uiis_train_001092,train,1092,data\uiis_raw\train\XL_127.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001092.png,fbda545c5997d7ce426fc720cb0b84386703015ea01c0c3e015af5449bbf9500,e3d8535a3e88faf725f0a8f668e93a7cff7c2d662f2893db0b6654c32b36f9d5,640,480,1,0;6,284152,0,0,0,0,0,23048,0
uiis_train_001093,train,1093,data\uiis_raw\train\XL_1270.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001093.png,eb6fb38b7c10d02a66fb519c15ff779f7f016198899fc209eb5d70e33dd9f541,fe099b9c1810224346b6782a68076f5cda7e2f505c36fc9004312eb10a35fcf6,640,480,1,0;6,301257,0,0,0,0,0,5943,0
uiis_train_001094,train,1094,data\uiis_raw\train\XL_1271.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001094.png,348684ca20fd7785f7a4283893d548cedc0c8b5a2fb0ed8116403e030936418e,106c17abea6fb27d50f929b65a168673c920a841f2d97577a9399cfae77cff31,640,480,8,0;5,202310,0,0,0,0,104890,0,0
uiis_train_001095,train,1095,data\uiis_raw\train\XL_1272.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001095.png,82b51191afbb4c88756a35c6e222a4d5a376a345cd832adf135dc6ca4434bb98,df2a706331458e241fe2ef531c3d4e8ddbeee992dad9cb05d47b4daaabb6e56c,640,480,8,0;2;5;6;7,168654,0,18609,0,0,19768,3234,96935
uiis_train_001096,train,1096,data\uiis_raw\train\XL_1274.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001096.png,f93f49dd4edb5158afbab778aa8012d3b17b21cec275a53340c5356d31f20993,613dd707615436173075e19dfabfbb07eb3435bf91846d820fadfa005188e66c,640,480,8,0;5;6,281005,0,0,0,0,9290,16905,0
uiis_train_001097,train,1097,data\uiis_raw\train\XL_1275.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001097.png,2cb309224540a5dc4ca122dccd0f51a7d484f34491f9c22359558439fa58fe86,3cc2a73b5d8ff73e0ec82cced1e5f2430a6862830cb092e8faf6e75b14ae221f,640,480,6,0;6;7,213480,0,0,0,0,0,23327,70393
uiis_train_001098,train,1098,data\uiis_raw\train\XL_1276.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001098.png,87f1a501dc81e6f86a5993a5a7e647d9b381eb526b469efef06e2dcad366ff60,aa4e422334d5761ee8f861b882c76e48dbbefbec32cc50a73b5551c30a2beeb1,640,480,2,0;1;4,217436,73356,0,0,16408,0,0,0
uiis_train_001099,train,1099,data\uiis_raw\train\XL_1277.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001099.png,c6c085b18866826f28eb9115b62f4f7cd353427d3a361fff0695ff8793a862cb,d337400f84312a021b7f20708e15eb46cbb4cf141b33c04c87772c95803458d8,640,480,11,0;2;5;6;7,101146,0,1912,0,0,82292,3389,118461
uiis_train_001100,train,1100,data\uiis_raw\train\XL_1278.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001100.png,157127ce9426406eb16d19ba2adbc29bd777cf6c8be244923ec2530d6c2d07cc,6cfb7825f54eb92aceea1d0c6646ada28c3c0a624106144faf8aa71add9031e3,640,480,5,0;5;6,205958,0,0,0,0,94041,7201,0
uiis_train_001101,train,1101,data\uiis_raw\train\XL_1279.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001101.png,1b15a5d0c12ed0fab232369fc12fcc7f73aac8c5be8ebbdf0c6939213c9349f0,dd89a14af71bf596a152ada2550aac7fb9116b4ede08ec714e60e4e0992d3f19,640,480,2,0;5,178743,0,0,0,0,128457,0,0
uiis_train_001102,train,1102,data\uiis_raw\train\XL_128.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001102.png,b37564a4317aa480ed3f1e800a27ef849de6d58b6f98ac6974014b6ceeae9f55,c70f59e1d0caea225f59876d47b1e04a937bd5b045c5406aa97732c1c3e73177,640,480,1,0;5,276610,0,0,0,0,30590,0,0
uiis_train_001103,train,1103,data\uiis_raw\train\XL_1282.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001103.png,f54064c5992423b0104e7c0fb85d98395ef3b4e5634ad20eb2d550e46e20ed12,159a3d903b7f896765935c8e39bdf4620fd76cfd704d65a26f5090895035ac87,640,480,9,0;5,140802,0,0,0,0,166398,0,0
uiis_train_001104,train,1104,data\uiis_raw\train\XL_1284.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001104.png,7af33ef4ad06aa7c48d874b9722fd44861b4b86b45343ffef7320d7ea9464374,bccfbf3d0716cf1b16bb51c3bd4851734f059fe42a574ecb9fcd32ea1e8fde9c,640,480,1,0;6,242811,0,0,0,0,0,64389,0
uiis_train_001105,train,1105,data\uiis_raw\train\XL_1285.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001105.png,514daf8a19c8a31b553371e9b2b79ead7d55d77212f6d0447bd914dce14d0ea2,ce6137e28a45af4fe930d726a4064913f21b0c75d37ea34a681e7a8e766e5203,640,480,35,0;6,186725,0,0,0,0,0,120475,0
uiis_train_001106,train,1106,data\uiis_raw\train\XL_1286.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001106.png,23c1797f706ae191007ba57a9614e98d927c6ed9379c5bcaae9bf68125b84ed5,caeea1b17c6afec76cdbdaef91f474d58b6257049c89d181149ceed98194dcae,640,480,39,0;6,219064,0,0,0,0,0,88136,0
uiis_train_001107,train,1107,data\uiis_raw\train\XL_1287.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001107.png,bc6be2e3154f4c1aa090263bc01b1fd29f27cc0f70f464911b551cc54b856798,d4b721a7b90100e9f263bfd8002af5d0ca0779387064f17093d7bcb44b0166e2,640,480,6,0;2;5;7,153845,0,32872,0,0,9331,0,111152
uiis_train_001108,train,1108,data\uiis_raw\train\XL_1288.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001108.png,19d67501066c57bd8cda3fd081432a02e3badad9299ea57814f80f4b37b56e00,4b24d358e1120399bf72ad4470bd452277e58e0f87c5c669c49370d526e84cc4,640,480,1,0;6,284977,0,0,0,0,0,22223,0
uiis_train_001109,train,1109,data\uiis_raw\train\XL_129.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001109.png,c94fa9fda704ee5a8cf2b32c4ac59c8451acba90a8c200e6ad698e2fb6f9256c,52b973c5d48f2d81530ac2ea1775308179937a9be408af336667df09755a934d,640,480,1,0;6,159485,0,0,0,0,0,147715,0
uiis_train_001110,train,1110,data\uiis_raw\train\XL_1290.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001110.png,4bbaac3a785a244f446a544b92bd07866026c231741765bd69266bc741fdf46e,853a37606889e20570b817bee3841ea5954df09a4c8b2109bdf3a6650c33c1b7,640,480,8,0;6;7,115913,0,0,0,0,0,27841,163446
uiis_train_001111,train,1111,data\uiis_raw\train\XL_1292.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001111.png,fb156127e86252578a74dcc53aae80440accfa03a5f943623341781878fb9f9d,68a3f9c7bdd6957fe37e93a2a80922644a1fb339ac0dc6868269fcbdf0897d01,640,480,8,0;1;2;4;5,251567,14397,9698,0,2376,29162,0,0
uiis_train_001112,train,1112,data\uiis_raw\train\XL_1293.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001112.png,6cc80332f66c15ae74ec754dcb7752f34ffa4baaf4b19308e8698c8ac8b88f4f,3b91f85e90611f1e8394ed0cddef1ab9e74cac010e9f87c83110ed81f8cbac52,640,480,3,0;5;6,206283,0,0,0,0,74544,26373,0
uiis_train_001113,train,1113,data\uiis_raw\train\XL_1294.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001113.png,f7190da111fba8cb73506a90025e5ebd9f0c5bdca229ceaae403a0bd8b33356a,27dc8a8972cd2c7dd07c759709518e40e2c7a37a5cf6136c7d48f697e08a6f15,640,480,1,0;5,269692,0,0,0,0,37508,0,0
uiis_train_001114,train,1114,data\uiis_raw\train\XL_1296.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001114.png,ef86065d3ae1ff28f03d8165ed932c2cccf091c6b42a13909968f41c7b89eea4,ffe1c6f3d19ee3e5e7db4eff912b7c69b3aaf8d78e282a5651e165e94a5f62b6,640,480,31,0;6,204148,0,0,0,0,0,103052,0
uiis_train_001115,train,1115,data\uiis_raw\train\XL_1297.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001115.png,5a677e1f26b7c25b87b57c4e5f92b1aac18378c01028f445c87acae139c68501,1addb0d4b1a3b4ff605d726acde030e4c288a521e61efbaf756b72491f107342,640,480,1,0;5,258125,0,0,0,0,49075,0,0
uiis_train_001116,train,1116,data\uiis_raw\train\XL_1298.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001116.png,9228951e6826e54685a6e0c57a98a6d865657fca8f89c3b1c79f7218fd6fa84b,a96d5c0da02f46770f3dee36d3e4ee1ef3e501d27e81afa99dd2accc6f516f62,640,480,1,0;5,267114,0,0,0,0,40086,0,0
uiis_train_001117,train,1117,data\uiis_raw\train\XL_1299.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001117.png,784a069ed5333307e46cd2f3b86af685db52c226a29ef391a971c63998c73a05,b0b95ad19bf8a8610fe27611a5d67fa279ebc6875f2ad13e73ed4f7bbaa18d78,640,480,24,0;6,213405,0,0,0,0,0,93795,0
uiis_train_001118,train,1118,data\uiis_raw\train\XL_13.jpg,data\uiis_processed\semantic_masks\train\uiis_train_001118.png,6ea857ddc257febfa21bdb2d8fc1cd512803d1396382fdba196ae21297b2e5a1,68b7e8ebddd9ce37b418016037f4fc475faff5984863ab9b50e77f08614601af,640,480,67,0;6;7,131248,0,0,0,0,0,98697,77255
